normalTime ,criticalTime ,miscTime ,totTime  ,borderSize
         0 ,    0.12837  ,       0 ,0.12837  ,  33.2132
         0 ,    0.158397 ,       0 ,0.158397 ,  57.1421
         0 ,    0.201586 ,       0 ,0.201586 ,  52.6274
         0 ,    0.701861 ,       0 ,0.701861 ,  59.5269
         0 ,    0.826417 ,       0 ,0.826417 ,  85.7401
         0 ,    1.67447  ,       0 ,1.67447  ,  87.7401
         0 ,    0.162167 ,       0 ,0.162167 ,  42.9706
         0 ,    0.144212 ,       0 ,0.144212 ,  37.5563
         0 ,    0.168595 ,       0 ,0.168595 ,  46.2132
         0 ,    1.10676  ,       0 ,1.10676  ,  83.4264
         0 ,    0.203906 ,       0 ,0.203906 ,  46.6274
         0 ,    0.221722 ,       0 ,0.221722 ,  61.4558
         0 ,    0.983644 ,       0 ,0.983644 ,  87.4975
         0 ,    0.124666 ,       0 ,0.124666 ,  58.8406
         0 ,    2.24147  ,       0 ,2.24147  ,  96.397
         0 ,    0.657118 ,       0 ,0.657118 ,  56.6985
         0 ,    0.161999 ,       0 ,0.161999 ,  44.9706
         0 ,    0.170934 ,       0 ,0.170934 ,  51.2843
         0 ,    0.173503 ,       0 ,0.173503 ,  33.7279
         0 ,    0.141002 ,       0 ,0.141002 ,  29.7279
         0 ,    0.206797 ,       0 ,0.206797 ,  60.3553
         0 ,    0.121917 ,       0 ,0.121917 ,  33.1421
         0 ,    0.34076  ,       0 ,0.34076  ,  70.2843
         0 ,    0.271058 ,       0 ,0.271058 ,  67.5563
         0 ,    0.095477 ,       0 ,0.095477 ,  23.4853
         0 ,    0.434961 ,       0 ,0.434961 ,  92.0416
         0 ,    0.140164 ,       0 ,0.140164 ,  39.799
         0 ,    0.088484 ,       0 ,0.088484 ,  33.8995
         0 ,    0.109231 ,       0 ,0.109231 ,  39.3848
         0 ,    0.090086 ,       0 ,0.090086 ,   4.24264
         0 ,    0.462148 ,       0 ,0.462148 ,  81.3259
         0 ,    0.135102 ,       0 ,0.135102 ,  36.9706
         0 ,    0.128682 ,       0 ,0.128682 ,  33.3137
         0 ,    0.652309 ,       0 ,0.652309 ,  78.5269
         0 ,    0.598858 ,       0 ,0.598858 ,  80.7401
         0 ,    0.22738  ,       0 ,0.22738  ,  51.0416
         0 ,    0.212144 ,       0 ,0.212144 ,  40.5563
         0 ,    0.821966 ,       0 ,0.821966 ,  74.6985
         0 ,    2.53571  ,       0 ,2.53571  , 144.154
         0 ,    2.29455  ,       0 ,2.29455  , 109.225
         0 ,    0.087528 ,       0 ,0.087528 ,  29.3137
         0 ,    0.926749 ,       0 ,0.926749 ,  79.8406
         0 ,    0.179548 ,       0 ,0.179548 ,  56.6274
         0 ,    0.162303 ,       0 ,0.162303 ,  55.3848
         0 ,    7.88924  ,       0 ,7.88924  , 124.225
         0 ,    0.117955 ,       0 ,0.117955 ,  29.1421
         0 ,    1.70113  ,       0 ,1.70113  , 104.426
         0 ,    0.128366 ,       0 ,0.128366 ,  34.3848
         0 ,    0.2751   ,       0 ,0.2751   ,  49.8701
         0 ,    0.41996  ,       0 ,0.41996  ,  53.4558
         0 ,    0.122023 ,       0 ,0.122023 ,  34.5563
         0 ,    0.359598 ,       0 ,0.359598 ,  50.0416
         0 ,    0.19035  ,       0 ,0.19035  ,  51.4558
         0 ,    0.771098 ,       0 ,0.771098 ,  75.3553
         0 ,    0.178042 ,       0 ,0.178042 ,  50.0416
         0 ,    0.187953 ,       0 ,0.187953 ,  55.2132
         0 ,    0.224288 ,       0 ,0.224288 ,  48.8701
         0 ,    0.179998 ,       0 ,0.179998 ,  63.2548
         0 ,    1.48875  ,       0 ,1.48875  , 101.912
         0 ,    0.281928 ,       0 ,0.281928 ,  64.4264
         0 ,    0.132117 ,       0 ,0.132117 ,  36.1421
         0 ,    0.131974 ,       0 ,0.131974 ,  34.3848
         0 ,    0.379704 ,       0 ,0.379704 ,  81.0122
         0 ,    0.386756 ,       0 ,0.386756 ,  72.6274
         0 ,    0.241891 ,       0 ,0.241891 ,  69.0416
         0 ,    0.17727  ,       0 ,0.17727  ,  31.799
         0 ,    0.639302 ,       0 ,0.639302 ,  65.1838
         0 ,    0.462806 ,       0 ,0.462806 ,  74.4975
         0 ,    0.128573 ,       0 ,0.128573 ,  52.8701
         0 ,    0.150072 ,       0 ,0.150072 ,  58.5269
         0 ,    0.338676 ,       0 ,0.338676 ,  68.3848
         0 ,    0.433483 ,       0 ,0.433483 ,  72.6274
         0 ,    0.114083 ,       0 ,0.114083 ,  45.1421
         0 ,    1.1004   ,       0 ,1.1004   ,  65.3553
         0 ,    0.187962 ,       0 ,0.187962 ,  38.3848
         0 ,    0.1615   ,       0 ,0.1615   ,  59.799
         0 ,    0.211701 ,       0 ,0.211701 ,  47.4558
         0 ,    0.275992 ,       0 ,0.275992 ,  63.598
         0 ,    0.200505 ,       0 ,0.200505 ,  40.9706
         0 ,    1.10976  ,       0 ,1.10976  ,  78.3553
         0 ,    0.135251 ,       0 ,0.135251 ,  37.5563
         0 ,    0.287719 ,       0 ,0.287719 ,  71.0122
         0 ,    0.604209 ,       0 ,0.604209 ,  81.1127
         0 ,    0.717452 ,       0 ,0.717452 ,  68.8701
         0 ,    0.707828 ,       0 ,0.707828 ,  60.2843
         0 ,    1.78383  ,       0 ,1.78383  , 101.497
         0 ,    0.23509  ,       0 ,0.23509  ,  57.4558
         0 ,    0.111019 ,       0 ,0.111019 ,  48.4558
         0 ,    0.217349 ,       0 ,0.217349 ,  53.4558
         0 ,    0.137619 ,       0 ,0.137619 ,  39.5563
         0 ,    0.771641 ,       0 ,0.771641 ,  95.2548
         0 ,    0.941599 ,       0 ,0.941599 ,  87.3553
         0 ,    0.163518 ,       0 ,0.163518 ,  48.3848
         0 ,    0.507587 ,       0 ,0.507587 ,  71.0416
         0 ,    0.56116  ,       0 ,0.56116  ,  93.598
         0 ,    0.1259   ,       0 ,0.1259   ,  31.1421
         0 ,    0.752173 ,       0 ,0.752173 ,  81.4975
         0 ,    0.280827 ,       0 ,0.280827 ,  61.2843
         0 ,    0.134184 ,       0 ,0.134184 ,  52.4558
         0 ,    0.349423 ,       0 ,0.349423 ,  59.1127
         0 ,    0.360336 ,       0 ,0.360336 ,  65.2548
         0 ,    0.219872 ,       0 ,0.219872 ,  68.598
         0 ,    0.746402 ,       0 ,0.746402 ,  81.1838
         0 ,    0.09471  ,       0 ,0.09471  ,  26.0711
         0 ,    1.25601  ,       0 ,1.25601  ,  77.7696
         0 ,    3.18175  ,       0 ,3.18175  , 123.296
         0 ,    0.597124 ,       0 ,0.597124 ,  65.4558
         0 ,    0.097044 ,       0 ,0.097044 ,  24.7279
         0 ,    0.185743 ,       0 ,0.185743 ,  50.6274
         0 ,    0.170451 ,       0 ,0.170451 ,  55.4558
         0 ,    0.154488 ,       0 ,0.154488 ,  59.5563
         0 ,    0.136738 ,       0 ,0.136738 ,  46.4558
         0 ,    0.242433 ,       0 ,0.242433 ,  56.3848
         0 ,    0.660378 ,       0 ,0.660378 ,  75.4264
         0 ,    0.318308 ,       0 ,0.318308 ,  38.799
         0 ,    0.087843 ,       0 ,0.087843 ,  32.5563
         0 ,    0.116687 ,       0 ,0.116687 ,  40.8701
         0 ,    0.222473 ,       0 ,0.222473 ,  84.3259
         0 ,    0.279261 ,       0 ,0.279261 ,  50.2843
         0 ,    0.260788 ,       0 ,0.260788 ,  62.3553
         0 ,    0.115087 ,       0 ,0.115087 ,  42.3848
         0 ,    1.1393   ,       0 ,1.1393   ,  83.669
         0 ,    0.252463 ,       0 ,0.252463 ,  51.8701
         0 ,    0.149843 ,       0 ,0.149843 ,  41.2132
         0 ,    0.123793 ,       0 ,0.123793 ,  55.3553
         0 ,    0.230975 ,       0 ,0.230975 ,  72.0122
         0 ,    0.128936 ,       0 ,0.128936 ,  42.3848
         0 ,    1.46116  ,       0 ,1.46116  ,  86.4264
         0 ,    0.133966 ,       0 ,0.133966 ,  34.3848
         0 ,    0.200362 ,       0 ,0.200362 ,  56.8701
         0 ,    0.130566 ,       0 ,0.130566 ,  44.0416
         0 ,    0.146833 ,       0 ,0.146833 ,  52.3848
         0 ,    0.125358 ,       0 ,0.125358 ,  29.3137
         0 ,    3.50151  ,       0 ,3.50151  , 111.912
         0 ,    0.112738 ,       0 ,0.112738 ,  37.9706
         0 ,    0.124894 ,       0 ,0.124894 ,  49.2843
         0 ,    0.153173 ,       0 ,0.153173 ,  50.4558
         0 ,    0.333377 ,       0 ,0.333377 ,  50.4558
         0 ,    0.129187 ,       0 ,0.129187 ,  34.1421
         0 ,    0.220821 ,       0 ,0.220821 ,  85.0416
         0 ,    0.234802 ,       0 ,0.234802 ,  57.2132
         0 ,    0.210483 ,       0 ,0.210483 ,  73.7696
         0 ,    0.153066 ,       0 ,0.153066 ,  44.2132
         0 ,    0.730016 ,       0 ,0.730016 ,  94.2548
         0 ,    0.160949 ,       0 ,0.160949 ,  57.2132
         0 ,    1.35045  ,       0 ,1.35045  ,  81.8406
         0 ,    0.27428  ,       0 ,0.27428  ,  63.6985
         0 ,    0.141658 ,       0 ,0.141658 ,  53.2132
         0 ,    0.171454 ,       0 ,0.171454 ,  66.799
         0 ,    0.208496 ,       0 ,0.208496 ,  58.1127
         0 ,    0.243715 ,       0 ,0.243715 ,  68.4975
         0 ,    1.01993  ,       0 ,1.01993  ,  87.9411
         0 ,    0.063467 ,       0 ,0.063467 ,   4.24264
