normalTime ,criticalTime ,miscTime ,totTime  ,borderSize ,Intersect Border - Length: 72.769553 ,Find Concave Points ,Visibility Graph Init ,A* Search ,Insert Vertical Key Point
         0 ,    0.648726 ,       0 ,0.648726 , 108.782   ,                            0.09065  ,           0.001049 ,             0.001444 , 0.554992 ,                 0.000591
         0 ,    0.500811 ,       0 ,0.500811 ,  64.3553  ,                            0.077912 ,           0.001002 ,             0.000781 , 0.420382 ,                 0.000734
         0 ,    1.28057  ,       0 ,1.28057  ,  84.598   ,                            0.092113 ,           0.000833 ,             0.000608 , 1.18647  ,                 0.000544
         0 ,    0.171036 ,       0 ,0.171036 ,  56.5563  ,                            0.05957  ,           0.000372 ,             0.000276 , 0.110479 ,                 0.000339
         0 ,    0.551199 ,       0 ,0.551199 ,  54.2843  ,                            0.071442 ,           0.000588 ,             0.000344 , 0.478349 ,                 0.000476
         0 ,    0.549217 ,       0 ,0.549217 ,  67.8406  ,                            0.099083 ,           0.000809 ,             0.00079  , 0.44813  ,                 0.000405
         0 ,    0.207692 ,       0 ,0.207692 ,  66.0833  ,                            0.070189 ,           0.000571 ,             0.000365 , 0.136153 ,                 0.000414
         0 ,    0.18028  ,       0 ,0.18028  ,  56.6274  ,                            0.054669 ,           0.000449 ,             0.000286 , 0.124528 ,                 0.000348
         0 ,    0.091447 ,       0 ,0.091447 ,  36.3137  ,                            0.044276 ,           0.000314 ,             0.000261 , 0.046341 ,                 0.000255
         0 ,    0.357841 ,       0 ,0.357841 ,  66.8701  ,                            0.075507 ,           0.000528 ,             0.000419 , 0.280923 ,                 0.000464
         0 ,    0.132408 ,       0 ,0.132408 ,  60.1421  ,                            0.055154 ,           0.000432 ,             0.000246 , 0.076332 ,                 0.000244
         0 ,    0.279847 ,       0 ,0.279847 ,  76.3848  ,                            0.107767 ,           0.00097  ,             0.001012 , 0.169578 ,                 0.00052
         0 ,    0.414287 ,       0 ,0.414287 ,  66.6274  ,                            0.079677 ,           0.000962 ,             0.000843 , 0.332316 ,                 0.000489
         0 ,    0.206372 ,       0 ,0.206372 ,  32.5563  ,                            0.047584 ,           0.000484 ,             0.000306 , 0.157534 ,                 0.000464
         0 ,    0.112452 ,       0 ,0.112452 ,  37.3137  ,                            0.049704 ,           0.000342 ,             0.000242 , 0.061916 ,                 0.000248
         0 ,    0.375287 ,       0 ,0.375287 ,  65.1127  ,                            0.075731 ,           0.000628 ,             0.000562 , 0.297892 ,                 0.000474
         0 ,    0.326515 ,       0 ,0.326515 ,  54.6274  ,                            0.048002 ,           0.000485 ,             0.000374 , 0.277259 ,                 0.000395
         0 ,    0.482717 ,       0 ,0.482717 ,  72.2843  ,                            0.069294 ,           0.000611 ,             0.000665 , 0.411545 ,                 0.000602
         0 ,    0.991593 ,       0 ,0.991593 ,  83.8406  ,                            0.080733 ,           0.000652 ,             0.001076 , 0.908565 ,                 0.000567
         0 ,    0.15159  ,       0 ,0.15159  ,  52.0416  ,                            0.055561 ,           0.00044  ,             0.000251 , 0.095084 ,                 0.000254
         0 ,    1.15028  ,       0 ,1.15028  ,  82.7696  ,                            0.063842 ,           0.000737 ,             0.00076  , 1.08445  ,                 0.000491
         0 ,    0.085958 ,       0 ,0.085958 ,  25.8995  ,                            0.038867 ,           0.000299 ,             0.000254 , 0.046303 ,                 0.000235
         0 ,    0.087511 ,       0 ,0.087511 ,  36.5563  ,                            0.040538 ,           0.000299 ,             0.00025  , 0.046218 ,                 0.000206
         0 ,    1.59114  ,       0 ,1.59114  , 108.355   ,                            0.098655 ,           0.000594 ,             0.000449 , 1.49091  ,                 0.000531
         0 ,    0.685082 ,       0 ,0.685082 ,  62.5269  ,                            0.071055 ,           0.000644 ,             0.00049  , 0.611823 ,                 0.00107
         0 ,    0.177216 ,       0 ,0.177216 ,  47.9706  ,                            0.072417 ,           0.000584 ,             0.000394 , 0.103506 ,                 0.000315
         0 ,    1.08449  ,       0 ,1.08449  ,  73.3553  ,                            0.069236 ,           0.000679 ,             0.000452 , 1.01345  ,                 0.000665
         0 ,    0.203273 ,       0 ,0.203273 ,  66.3553  ,                            0.064915 ,           0.000423 ,             0.00035  , 0.1372   ,                 0.000385
         0 ,    0.427085 ,       0 ,0.427085 ,  56.6985  ,                            0.056919 ,           0.000492 ,             0.000274 , 0.368903 ,                 0.000497
         0 ,    2.56893  ,       0 ,2.56893  ,  98.0833  ,                            0.061409 ,           0.000825 ,             0.000534 , 2.5053   ,                 0.000859
         0 ,    0.734342 ,       0 ,0.734342 ,  75.2843  ,                            0.087225 ,           0.000835 ,             0.000473 , 0.645012 ,                 0.000797
         0 ,    0.951794 ,       0 ,0.951794 ,  69.3553  ,                            0.07625  ,           0.000721 ,             0.000588 , 0.873446 ,                 0.000789
         0 ,    0.067442 ,       0 ,0.067442 ,   9.65685 ,                            0.028583 ,           0.000254 ,             0.000321 , 0.038029 ,                 0.000255
         0 ,    1.08606  ,       0 ,1.08606  ,  85.669   ,                            0.085366 ,           0.001004 ,             0.000955 , 0.998069 ,                 0.000662
         0 ,    0.183107 ,       0 ,0.183107 ,  52.1421  ,                            0.052642 ,           0.000799 ,             0.001079 , 0.128229 ,                 0.000358
         0 ,    0.397428 ,       0 ,0.397428 ,  66.2132  ,                            0.071047 ,           0.000489 ,             0.000297 , 0.324946 ,                 0.000649
         0 ,    0.491784 ,       0 ,0.491784 ,  68.0122  ,                            0.080057 ,           0.000597 ,             0.000675 , 0.409953 ,                 0.000502
         0 ,    1.5551   ,       0 ,1.5551   , 107.326   ,                            0.088165 ,           0.000805 ,             0.000521 , 1.46505  ,                 0.00055
         0 ,    0.25349  ,       0 ,0.25349  ,  62.6985  ,                            0.076924 ,           0.000675 ,             0.000735 , 0.174776 ,                 0.00038
         0 ,    0.112172 ,       0 ,0.112172 ,  32.7279  ,                            0.047401 ,           0.000403 ,             0.000326 , 0.063817 ,                 0.000225
         0 ,    0.283328 ,       0 ,0.283328 ,  71.6985  ,                            0.068643 ,           0.000482 ,             0.000309 , 0.213541 ,                 0.000353
         0 ,    0.955455 ,       0 ,0.955455 ,  86.9828  ,                            0.073445 ,           0.000765 ,             0.000505 , 0.879375 ,                 0.001365
         0 ,    1.22955  ,       0 ,1.22955  ,  66.3553  ,                            0.08564  ,           0.001027 ,             0.001239 , 1.14067  ,                 0.00098
         0 ,    0.394637 ,       0 ,0.394637 ,  76.1838  ,                            0.075589 ,           0.000767 ,             0.001033 , 0.316857 ,                 0.000391
         0 ,    0.087068 ,       0 ,0.087068 ,  25.4853  ,                            0.039875 ,           0.0003   ,             0.000313 , 0.046346 ,                 0.000234
         0 ,    0.397022 ,       0 ,0.397022 ,  86.397   ,                            0.071887 ,           0.000506 ,             0.00033  , 0.323855 ,                 0.000444
         0 ,    0.112472 ,       0 ,0.112472 ,  35.3137  ,                            0.048862 ,           0.000341 ,             0.000264 , 0.062783 ,                 0.000222
         0 ,    0.268359 ,       0 ,0.268359 ,  51.2843  ,                            0.058071 ,           0.000488 ,             0.000287 , 0.209117 ,                 0.000396
         0 ,    0.150477 ,       0 ,0.150477 ,  51.4558  ,                            0.057032 ,           0.000483 ,             0.00032  , 0.092342 ,                 0.0003
         0 ,    0.46749  ,       0 ,0.46749  ,  84.9117  ,                            0.076135 ,           0.00072  ,             0.000672 , 0.389644 ,                 0.000319
         0 ,    0.660543 ,       0 ,0.660543 ,  72.1127  ,                            0.054549 ,           0.000564 ,             0.000627 , 0.604159 ,                 0.000644
         0 ,    0.150394 ,       0 ,0.150394 ,  37.9706  ,                            0.043298 ,           0.000368 ,             0.000318 , 0.105899 ,                 0.000511
         0 ,    0.498784 ,       0 ,0.498784 ,  82.1838  ,                            0.064357 ,           0.00057  ,             0.000309 , 0.433088 ,                 0.00046
         0 ,    0.447472 ,       0 ,0.447472 ,  68.8406  ,                            0.066943 ,           0.000604 ,             0.000559 , 0.37885  ,                 0.000516
         0 ,    0.184769 ,       0 ,0.184769 ,  64.5269  ,                            0.06124  ,           0.000508 ,             0.000454 , 0.122351 ,                 0.000216
         0 ,    0.749502 ,       0 ,0.749502 ,  90.8112  ,                            0.131763 ,           0.00112  ,             0.001097 , 0.61497  ,                 0.000552
         0 ,    0.095443 ,       0 ,0.095443 ,  36.8701  ,                            0.034268 ,           0.000416 ,             0.000425 , 0.060086 ,                 0.000248
         0 ,    0.316342 ,       0 ,0.316342 ,  67.2132  ,                            0.070154 ,           0.000467 ,             0.000281 , 0.2449   ,                 0.00054
         0 ,    1.52998  ,       0 ,1.52998  , 104.083   ,                            0.106256 ,           0.001367 ,             0.001471 , 1.41974  ,                 0.001143
         0 ,    0.765376 ,       0 ,0.765376 ,  72.3553  ,                            0.075667 ,           0.000667 ,             0.000475 , 0.688047 ,                 0.00052
         0 ,    0.681062 ,       0 ,0.681062 ,  64.9411  ,                            0.066775 ,           0.000632 ,             0.000574 , 0.61261  ,                 0.000471
         0 ,    0.17203  ,       0 ,0.17203  ,  36.3848  ,                            0.042398 ,           0.000503 ,             0.000426 , 0.128311 ,                 0.000392
         0 ,    0.177944 ,       0 ,0.177944 ,  60.1127  ,                            0.045066 ,           0.000564 ,             0.000531 , 0.131522 ,                 0.000261
         0 ,    0.197025 ,       0 ,0.197025 ,  62.2843  ,                            0.076107 ,           0.000631 ,             0.000471 , 0.119551 ,                 0.000265
         0 ,    0.414252 ,       0 ,0.414252 ,  79.1127  ,                            0.084844 ,           0.000629 ,             0.000505 , 0.327915 ,                 0.000359
         0 ,    0.173733 ,       0 ,0.173733 ,  41.6274  ,                            0.065784 ,           0.00061  ,             0.000411 , 0.106636 ,                 0.000292
         0 ,    0.150114 ,       0 ,0.150114 ,  61.5269  ,                            0.058975 ,           0.000516 ,             0.000353 , 0.090015 ,                 0.000255
         0 ,    0.423461 ,       0 ,0.423461 ,  64.8701  ,                            0.07267  ,           0.00076  ,             0.00073  , 0.348647 ,                 0.000654
         0 ,    0.37502  ,       0 ,0.37502  ,  73.598   ,                            0.09774  ,           0.000876 ,             0.000614 , 0.275015 ,                 0.000775
         0 ,    0.201183 ,       0 ,0.201183 ,  38.3137  ,                            0.064295 ,           0.000462 ,             0.000312 , 0.135728 ,                 0.000386
         0 ,    0.093917 ,       0 ,0.093917 ,  32.7279  ,                            0.042563 ,           0.000363 ,             0.000315 , 0.05048  ,                 0.000196
         0 ,    0.212209 ,       0 ,0.212209 ,  74.7401  ,                            0.072028 ,           0.000552 ,             0.000321 , 0.138888 ,                 0.00042
         0 ,    0.567055 ,       0 ,0.567055 ,  84.1543  ,                            0.0822   ,           0.000751 ,             0.000588 , 0.483075 ,                 0.000441
         0 ,    0.12343  ,       0 ,0.12343  ,  44.4558  ,                            0.053634 ,           0.000403 ,             0.000265 , 0.068946 ,                 0.000182
         0 ,    0.169757 ,       0 ,0.169757 ,  46.2132  ,                            0.043861 ,           0.000422 ,             0.000253 , 0.124756 ,                 0.000465
         0 ,    0.234297 ,       0 ,0.234297 ,  76.1127  ,                            0.08114  ,           0.000725 ,             0.00552  , 0.14661  ,                 0.000302
         0 ,    0.192527 ,       0 ,0.192527 ,  51.1838  ,                            0.054813 ,           0.000477 ,             0.000306 , 0.136544 ,                 0.000387
         0 ,    2.8129   ,       0 ,2.8129   , 123.196   ,                            0.109989 ,           0.000937 ,             0.000681 , 2.70043  ,                 0.000863
         0 ,    0.149913 ,       0 ,0.149913 ,  40.2843  ,                            0.059162 ,           0.000373 ,             0.000408 , 0.089723 ,                 0.000247
         0 ,    0.090399 ,       0 ,0.090399 ,  31.3137  ,                            0.038914 ,           0.000364 ,             0.000407 , 0.050456 ,                 0.000258
         0 ,    0.182738 ,       0 ,0.182738 ,  63.6985  ,                            0.064641 ,           0.000541 ,             0.000298 , 0.117031 ,                 0.000227
         0 ,    1.03631  ,       0 ,1.03631  ,  82.0122  ,                            0.063736 ,           0.000699 ,             0.000525 , 0.97088  ,                 0.000468
         0 ,    0.824325 ,       0 ,0.824325 ,  75.598   ,                            0.065157 ,           0.000685 ,             0.000489 , 0.75755  ,                 0.000444
         0 ,    0.07349  ,       0 ,0.07349  ,   4.24264 ,                            0.029415 ,           0.000252 ,             0.000283 , 0.043137 ,                 0.000403
         0 ,    0.244875 ,       0 ,0.244875 ,  58.2843  ,                            0.078735 ,           0.00065  ,             0.000938 , 0.164345 ,                 0.000207
         0 ,    0.636507 ,       0 ,0.636507 ,  70.7696  ,                            0.079061 ,           0.0007   ,             0.000696 , 0.555706 ,                 0.000344
         0 ,    0.467125 ,       0 ,0.467125 ,  62.6985  ,                            0.062615 ,           0.000605 ,             0.000408 , 0.402969 ,                 0.000528
         0 ,    0.984412 ,       0 ,0.984412 ,  76.4264  ,                            0.092076 ,           0.00083  ,             0.000641 , 0.890284 ,                 0.000581
         0 ,    0.464327 ,       0 ,0.464327 ,  67.1127  ,                            0.071205 ,           0.000678 ,             0.000456 , 0.391556 ,                 0.000432
         0 ,    0.09872  ,       0 ,0.09872  ,  33.3137  ,                            0.046245 ,           0.000319 ,             0.000355 , 0.051549 ,                 0.000252
         0 ,    0.217932 ,       0 ,0.217932 ,  42.9706  ,                            0.053131 ,           0.000434 ,             0.000376 , 0.163603 ,                 0.000388
         0 ,    0.084449 ,       0 ,0.084449 ,  32.0416  ,                            0.041559 ,           0.000262 ,             0.000243 , 0.042149 ,                 0.000236
         0 ,    1.57211  ,       0 ,1.57211  ,  91.4264  ,                            0.102925 ,           0.000767 ,             0.000589 , 1.46703  ,                 0.000802
         0 ,    0.12358  ,       0 ,0.12358  ,  46.6274  ,                            0.060553 ,           0.000372 ,             0.000362 , 0.061965 ,                 0.000328
         0 ,    0.144653 ,       0 ,0.144653 ,  46.5563  ,                            0.063761 ,           0.000441 ,             0.000322 , 0.079843 ,                 0.000286
         0 ,    0.229177 ,       0 ,0.229177 ,  46.0416  ,                            0.052191 ,           0.000461 ,             0.000301 , 0.175765 ,                 0.000459
         0 ,    0.261747 ,       0 ,0.261747 ,  59.3553  ,                            0.059711 ,           0.000448 ,             0.000274 , 0.200514 ,                 0.0008
         0 ,    0.127454 ,       0 ,0.127454 ,  28.4853  ,                            0.055532 ,           0.000471 ,             0.000499 , 0.07061  ,                 0.000342
         0 ,    0.148702 ,       0 ,0.148702 ,  47.8701  ,                            0.052516 ,           0.000493 ,             0.00039  , 0.095077 ,                 0.000226
         0 ,    0.108577 ,       0 ,0.108577 ,  48.6985  ,                            0.044311 ,           0.000422 ,             0.000258 , 0.063321 ,                 0.000265
         0 ,    0.182034 ,       0 ,0.182034 ,  43.2132  ,                            0.056813 ,           0.00051  ,             0.000356 , 0.123938 ,                 0.000417
         0 ,    0.902791 ,       0 ,0.902791 ,  92.8823  ,                            0.094071 ,           0.000735 ,             0.000579 , 0.806889 ,                 0.000517
         0 ,    0.15623  ,       0 ,0.15623  ,  27.7279  ,                            0.043751 ,           0.000383 ,             0.000297 , 0.111455 ,                 0.000344
         0 ,    0.16684  ,       0 ,0.16684  ,  59.2132  ,                            0.066495 ,           0.000475 ,             0.00031  , 0.099361 ,                 0.000199
         0 ,    0.695069 ,       0 ,0.695069 ,  87.4975  ,                            0.090461 ,           0.000764 ,             0.000822 , 0.60249  ,                 0.000532
         0 ,    0.33701  ,       0 ,0.33701  ,  67.1838  ,                            0.052268 ,           0.000507 ,             0.000292 , 0.283528 ,                 0.000415
         0 ,    0.144721 ,       0 ,0.144721 ,  68.3848  ,                            0.058286 ,           0.000459 ,             0.000303 , 0.085405 ,                 0.000268
         0 ,    0.085575 ,       0 ,0.085575 ,  23.8995  ,                            0.039846 ,           0.000292 ,             0.000252 , 0.044982 ,                 0.000203
         0 ,    2.19794  ,       0 ,2.19794  , 161.924   ,                            0.122012 ,           0.000888 ,             0.000523 , 2.07324  ,                 0.001283
         0 ,    0.600072 ,       0 ,0.600072 ,  78.4975  ,                            0.077983 ,           0.000622 ,             0.000339 , 0.520637 ,                 0.000491
         0 ,    0.525324 ,       0 ,0.525324 ,  66.4558  ,                            0.071433 ,           0.00056  ,             0.000313 , 0.452509 ,                 0.000509
         0 ,    0.121831 ,       0 ,0.121831 ,  53.9411  ,                            0.062792 ,           0.000321 ,             0.000312 , 0.058114 ,                 0.000292
         0 ,    0.324368 ,       0 ,0.324368 ,  86.5685  ,                            0.060043 ,           0.000616 ,             0.000489 , 0.262931 ,                 0.000289
         0 ,    0.931463 ,       0 ,0.931463 , 111.74    ,                            0.103703 ,           0.000823 ,             0.00068  , 0.825545 ,                 0.000712
         0 ,    0.121227 ,       0 ,0.121227 ,  39.9706  ,                            0.051287 ,           0.000485 ,             0.00039  , 0.068825 ,                 0.00024
         0 ,    0.809964 ,       0 ,0.809964 ,  98.0833  ,                            0.07461  ,           0.000586 ,             0.000555 , 0.733604 ,                 0.000609
         0 ,    2.35989  ,       0 ,2.35989  , 123.296   ,                            0.083333 ,           0.000912 ,             0.000464 , 2.27457  ,                 0.000613
         0 ,    0.221941 ,       0 ,0.221941 ,  52.6274  ,                            0.063737 ,           0.000453 ,             0.000426 , 0.156869 ,                 0.000456
         0 ,    0.944453 ,       0 ,0.944453 ,  83.6985  ,                            0.095378 ,           0.000671 ,             0.000618 , 0.847264 ,                 0.000522
         0 ,    0.113581 ,       0 ,0.113581 ,  42.3137  ,                            0.054072 ,           0.000362 ,             0.000263 , 0.058637 ,                 0.000247
         0 ,    1.41081  ,       0 ,1.41081  , 114.083   ,                            0.099599 ,           0.000764 ,             0.000507 , 1.30936  ,                 0.000584
         0 ,    0.085021 ,       0 ,0.085021 ,  27.4853  ,                            0.041474 ,           0.000225 ,             0.000209 , 0.042865 ,                 0.000248
         0 ,    0.137942 ,       0 ,0.137942 ,  43.2132  ,                            0.052944 ,           0.000453 ,             0.0003   , 0.084011 ,                 0.000234
         0 ,    0.164834 ,       0 ,0.164834 ,  43.3848  ,                            0.050851 ,           0.000398 ,             0.000271 , 0.112966 ,                 0.000348
         0 ,    0.140576 ,       0 ,0.140576 ,  37.2132  ,                            0.050297 ,           0.000501 ,             0.000822 , 0.088675 ,                 0.000281
         0 ,    0.14855  ,       0 ,0.14855  ,  52.1421  ,                            0.060149 ,           0.000471 ,             0.000406 , 0.087227 ,                 0.000297
         0 ,    1.08203  ,       0 ,1.08203  ,  71.8406  ,                            0.069261 ,           0.000665 ,             0.000506 , 1.01098  ,                 0.000624
         0 ,    0.194278 ,       0 ,0.194278 ,  60.0416  ,                            0.059776 ,           0.000476 ,             0.000271 , 0.133385 ,                 0.00037
         0 ,    0.158347 ,       0 ,0.158347 ,  43.799   ,                            0.06828  ,           0.000567 ,             0.000346 , 0.088908 ,                 0.000246
         0 ,    0.292211 ,       0 ,0.292211 ,  65.0122  ,                            0.070566 ,           0.000514 ,             0.000331 , 0.220374 ,                 0.000426
         0 ,    0.666646 ,       0 ,0.666646 ,  71.598   ,                            0.071589 ,           0.000662 ,             0.000469 , 0.59335  ,                 0.000576
         0 ,    0.822618 ,       0 ,0.822618 ,  60.2843  ,                            0.061343 ,           0.000614 ,             0.000419 , 0.759048 ,                 0.001194
         0 ,    0.120093 ,       0 ,0.120093 ,  36.0416  ,                            0.039159 ,           0.000352 ,             0.000311 , 0.080014 ,                 0.000257
         0 ,    0.514105 ,       0 ,0.514105 ,  71.6274  ,                            0.097147 ,           0.000799 ,             0.000937 , 0.414162 ,                 0.00106
         0 ,    0.438039 ,       0 ,0.438039 ,  81.7401  ,                            0.074646 ,           0.000868 ,             0.000875 , 0.361118 ,                 0.000532
         0 ,    0.115802 ,       0 ,0.115802 ,  41.5563  ,                            0.037645 ,           0.000363 ,             0.000259 , 0.077171 ,                 0.000364
         0 ,    0.349578 ,       0 ,0.349578 ,  67.8701  ,                            0.068631 ,           0.00053  ,             0.000278 , 0.279708 ,                 0.000431
         0 ,    0.161937 ,       0 ,0.161937 ,  60.9706  ,                            0.068254 ,           0.000398 ,             0.000259 , 0.092736 ,                 0.00029
         0 ,    1.03417  ,       0 ,1.03417  ,  77.598   ,                            0.070615 ,           0.000721 ,             0.000419 , 0.961901 ,                 0.000512
         0 ,    0.348446 ,       0 ,0.348446 ,  65.0416  ,                            0.067198 ,           0.000558 ,             0.000302 , 0.279996 ,                 0.000392
         0 ,    0.183524 ,       0 ,0.183524 ,  52.8701  ,                            0.067056 ,           0.000578 ,             0.000376 , 0.115275 ,                 0.000239
         0 ,    0.613376 ,       0 ,0.613376 ,  81.1127  ,                            0.068937 ,           0.000575 ,             0.000385 , 0.543022 ,                 0.000457
         0 ,    0.777705 ,       0 ,0.777705 ,  85.1543  ,                            0.072655 ,           0.000709 ,             0.000424 , 0.703467 ,                 0.00045
         0 ,    0.284251 ,       0 ,0.284251 ,  76.8406  ,                            0.071507 ,           0.000594 ,             0.000466 , 0.211456 ,                 0.000228
         0 ,    0.403704 ,       0 ,0.403704 ,  75.2548  ,                            0.058106 ,           0.000566 ,             0.000393 , 0.344131 ,                 0.000508
         0 ,    0.436233 ,       0 ,0.436233 ,  67.8701  ,                            0.080596 ,           0.000686 ,             0.000568 , 0.353803 ,                 0.00058
         0 ,    0.122413 ,       0 ,0.122413 ,  45.0416  ,                            0.052519 ,           0.000475 ,             0.000352 , 0.068828 ,                 0.000239
         0 ,    0.094519 ,       0 ,0.094519 ,  42.2843  ,                            0.045179 ,           0.000329 ,             0.000267 , 0.04853  ,                 0.000214
         0 ,    0.107991 ,       0 ,0.107991 ,  34.2132  ,                            0.043124 ,           0.000342 ,             0.000277 , 0.06399  ,                 0.000258
         0 ,    0.132817 ,       0 ,0.132817 ,  49.6274  ,                            0.05556  ,           0.000393 ,             0.000295 , 0.076346 ,                 0.000223
         0 ,    0.353814 ,       0 ,0.353814 ,  87.598   ,                            0.077505 ,           0.000507 ,             0.000404 , 0.274815 ,                 0.000583
         0 ,    0.097502 ,       0 ,0.097502 ,  36.1421  ,                            0.039928 ,           0.000381 ,             0.000342 , 0.056628 ,                 0.000223
         0 ,    0.287698 ,       0 ,0.287698 ,  74.0416  ,                            0.07562  ,           0.000524 ,             0.000268 , 0.21084  ,                 0.000446
         0 ,    0.435869 ,       0 ,0.435869 ,  66.3553  ,                            0.075621 ,           0.000629 ,             0.000544 , 0.358656 ,                 0.000419
         0 ,    0.582801 ,       0 ,0.582801 ,  67.6985  ,                            0.062922 ,           0.000496 ,             0.000396 , 0.518495 ,                 0.000492
         0 ,    0.931613 ,       0 ,0.931613 ,  71.5269  ,                            0.059628 ,           0.000682 ,             0.000479 , 0.870263 ,                 0.000561
         0 ,    0.123296 ,       0 ,0.123296 ,  26.3137  ,                            0.040057 ,           0.000293 ,             0.000233 , 0.082363 ,                 0.00035
         0 ,    0.218547 ,       0 ,0.218547 ,  75.2132  ,                            0.077959 ,           0.00048  ,             0.000267 , 0.139437 ,                 0.000404
         0 ,    0.143015 ,       0 ,0.143015 ,  33.5563  ,                            0.05276  ,           0.000341 ,             0.000567 , 0.088999 ,                 0.000348
         0 ,    0.278224 ,       0 ,0.278224 ,  82.5269  ,                            0.072943 ,           0.000627 ,             0.000458 , 0.203924 ,                 0.000272
         0 ,    2.80265  ,       0 ,2.80265  , 129.811   ,                            0.110376 ,           0.00091  ,             0.000708 , 2.6901   ,                 0.000559
         0 ,    0.239203 ,       0 ,0.239203 ,  57.6274  ,                            0.058399 ,           0.000494 ,             0.000309 , 0.179697 ,                 0.000304
         0 ,    1.15353  ,       0 ,1.15353  ,  80.5269  ,                            0.076188 ,           0.000561 ,             0.000453 , 1.07586  ,                 0.000474
         0 ,    0.480059 ,       0 ,0.480059 ,  71.3553  ,                            0.062153 ,           0.000512 ,             0.000433 , 0.416553 ,                 0.000408
         0 ,    0.144588 ,       0 ,0.144588 ,  47.8701  ,                            0.062678 ,           0.000503 ,             0.000331 , 0.080839 ,                 0.000237
         0 ,    0.098617 ,       0 ,0.098617 ,  26.4853  ,                            0.052292 ,           0.000279 ,             0.000271 , 0.045467 ,                 0.000308
         0 ,    0.364703 ,       0 ,0.364703 ,  52.4558  ,                            0.058358 ,           0.000595 ,             0.000427 , 0.304892 ,                 0.000431
         0 ,    0.121737 ,       0 ,0.121737 ,  45.3848  ,                            0.050189 ,           0.000459 ,             0.000267 , 0.070596 ,                 0.000226
         0 ,    0.201485 ,       0 ,0.201485 ,  43.799   ,                            0.057057 ,           0.000419 ,             0.00027  , 0.143426 ,                 0.000313
         0 ,    0.335956 ,       0 ,0.335956 ,  69.4264  ,                            0.084131 ,           0.000532 ,             0.000428 , 0.250575 ,                 0.00029
         0 ,    0.664205 ,       0 ,0.664205 , 105.669   ,                            0.093085 ,           0.000703 ,             0.000632 , 0.569404 ,                 0.000381
         0 ,    0.260153 ,       0 ,0.260153 ,  63.6985  ,                            0.076889 ,           0.000881 ,             0.000632 , 0.181388 ,                 0.000363
         0 ,    3.28482  ,       0 ,3.28482  , 112.397   ,                            0.0801   ,           0.000836 ,             0.000632 , 3.20238  ,                 0.000871
         0 ,    0.121707 ,       0 ,0.121707 ,  37.8995  ,                            0.058653 ,           0.000421 ,             0.000313 , 0.062083 ,                 0.000237
         0 ,    0.566865 ,       0 ,0.566865 ,  81.6985  ,                            0.080751 ,           0.000559 ,             0.000326 , 0.484912 ,                 0.000317
         0 ,    0.66396  ,       0 ,0.66396  ,  64.7696  ,                            0.048251 ,           0.000589 ,             0.000619 , 0.614041 ,                 0.00046
         0 ,    0.147735 ,       0 ,0.147735 ,  72.7279  ,                            0.077249 ,           0.000543 ,             0.000514 , 0.069171 ,                 0.000258
         0 ,    0.248421 ,       0 ,0.248421 ,  42.0416  ,                            0.056614 ,           0.000547 ,             0.000364 , 0.190403 ,                 0.000493
         0 ,    0.147638 ,       0 ,0.147638 ,  41.6274  ,                            0.052324 ,           0.000493 ,             0.000459 , 0.094104 ,                 0.000258
         0 ,    0.191499 ,       0 ,0.191499 ,  80.0416  ,                            0.081352 ,           0.000522 ,             0.000318 , 0.1091   ,                 0.000207
         0 ,    0.139058 ,       0 ,0.139058 ,  48.3848  ,                            0.054511 ,           0.00049  ,             0.000339 , 0.083527 ,                 0.000191
         0 ,    1.30101  ,       0 ,1.30101  ,  86.9117  ,                            0.075137 ,           0.000779 ,             0.000478 , 1.2241   ,                 0.000513
         0 ,    0.594741 ,       0 ,0.594741 ,  66.5269  ,                            0.059834 ,           0.000551 ,             0.000399 , 0.533431 ,                 0.000526
         0 ,    0.998864 ,       0 ,0.998864 ,  74.1838  ,                            0.090748 ,           0.000871 ,             0.000556 , 0.906184 ,                 0.000505
         0 ,    0.563039 ,       0 ,0.563039 ,  80.3259  ,                            0.077086 ,           0.000684 ,             0.000436 , 0.483682 ,                 0.001151
         0 ,    0.131801 ,       0 ,0.131801 ,  51.3848  ,                            0.068241 ,           0.000435 ,             0.000494 , 0.062386 ,                 0.000245
         0 ,    0.261829 ,       0 ,0.261829 ,  76.3848  ,                            0.063962 ,           0.000482 ,             0.000347 , 0.196656 ,                 0.000382
         0 ,    0.134148 ,       0 ,0.134148 ,  60.2132  ,                            0.053467 ,           0.000426 ,             0.000321 , 0.079712 ,                 0.000222
         0 ,    0.416569 ,       0 ,0.416569 ,  65.0416  ,                            0.070584 ,           0.000648 ,             0.000545 , 0.344339 ,                 0.000453
         0 ,    0.666767 ,       0 ,0.666767 ,  85.8406  ,                            0.069656 ,           0.000543 ,             0.000494 , 0.595537 ,                 0.000537
         0 ,    0.402065 ,       0 ,0.402065 ,  65.4264  ,                            0.066621 ,           0.00055  ,             0.000285 , 0.334227 ,                 0.000382
         0 ,    0.140137 ,       0 ,0.140137 ,  45.9706  ,                            0.060628 ,           0.000438 ,             0.000288 , 0.078557 ,                 0.000226
         0 ,    0.177878 ,       0 ,0.177878 ,  63.6274  ,                            0.063367 ,           0.000573 ,             0.000426 , 0.113273 ,                 0.000239
