normalTime ,criticalTime ,miscTime ,totTime  ,borderSize ,Intersect Border - Length: 53.041631 ,Find Concave Points ,Visibility Graph Init ,A* Search
         0 ,    0.579492 ,       0 ,0.579492 ,  74.3259  ,                            0.072661 ,           0.000695 ,             0.000726 , 0.50541
         0 ,    0.097509 ,       0 ,0.097509 ,  31.3137  ,                            0.051125 ,           0.000307 ,             0.000288 , 0.045789
         0 ,    3.71679  ,       0 ,3.71679  ,  95.3259  ,                            0.0952   ,           0.000885 ,             0.000568 , 3.62013
         0 ,    0.105482 ,       0 ,0.105482 ,  11.6569  ,                            0.036382 ,           0.000722 ,             0.001218 , 0.06716
         0 ,    0.275389 ,       0 ,0.275389 ,  72.0833  ,                            0.068993 ,           0.000699 ,             0.000318 , 0.205379
         0 ,    0.298355 ,       0 ,0.298355 ,  65.8701  ,                            0.065558 ,           0.000605 ,             0.00034  , 0.231852
         0 ,    0.734777 ,       0 ,0.734777 ,  95.397   ,                            0.096362 ,           0.000761 ,             0.000569 , 0.637085
         0 ,    0.103531 ,       0 ,0.103531 ,  34.7279  ,                            0.051347 ,           0.000403 ,             0.000362 , 0.051419
         0 ,    0.209846 ,       0 ,0.209846 ,  76.3848  ,                            0.076496 ,           0.000637 ,             0.000377 , 0.132336
         0 ,    0.13697  ,       0 ,0.13697  ,  38.9706  ,                            0.055867 ,           0.00048  ,             0.000318 , 0.080305
         0 ,    0.123834 ,       0 ,0.123834 ,  43.0416  ,                            0.051894 ,           0.000403 ,             0.000256 , 0.071281
         0 ,    2.76338  ,       0 ,2.76338  ,  99.8112  ,                            0.074287 ,           0.000831 ,             0.00052  , 2.68774
         0 ,    0.468377 ,       0 ,0.468377 ,  75.7401  ,                            0.081739 ,           0.000603 ,             0.000486 , 0.385549
         0 ,    0.508108 ,       0 ,0.508108 ,  93.799   ,                            0.104899 ,           0.000525 ,             0.00027  , 0.402414
         0 ,    0.144101 ,       0 ,0.144101 ,  41.799   ,                            0.068419 ,           0.000546 ,             0.000348 , 0.074788
         0 ,    1.50579  ,       0 ,1.50579  ,  46.3848  ,                            0.12147  ,           0.001136 ,             0.001319 , 1.38187
         0 ,    0.618936 ,       0 ,0.618936 ,  78.0416  ,                            0.129857 ,           0.001143 ,             0.001042 , 0.486894
         0 ,    0.118639 ,       0 ,0.118639 ,  38.5563  ,                            0.056087 ,           0.000389 ,             0.000324 , 0.061839
         0 ,    0.091978 ,       0 ,0.091978 ,  32.1421  ,                            0.042924 ,           0.000352 ,             0.000287 , 0.048415
         0 ,    0.235541 ,       0 ,0.235541 ,  64.9411  ,                            0.054577 ,           0.000735 ,             0.000827 , 0.179402
         0 ,    0.339057 ,       0 ,0.339057 ,  62.2132  ,                            0.060735 ,           0.000653 ,             0.000303 , 0.277366
         0 ,    0.07973  ,       0 ,0.07973  ,  35.6569  ,                            0.042663 ,           0.000255 ,             0.000242 , 0.03657
         0 ,    0.129475 ,       0 ,0.129475 ,  49.8701  ,                            0.052652 ,           0.000439 ,             0.000252 , 0.076132
         0 ,    0.449015 ,       0 ,0.449015 ,  72.1127  ,                            0.084094 ,           0.000649 ,             0.000396 , 0.363876
         0 ,    0.18791  ,       0 ,0.18791  ,  53.6274  ,                            0.066006 ,           0.000577 ,             0.000296 , 0.121031
         0 ,    0.368311 ,       0 ,0.368311 ,  52.8701  ,                            0.070992 ,           0.000596 ,             0.000348 , 0.296375
         0 ,    0.154483 ,       0 ,0.154483 ,  47.4558  ,                            0.059248 ,           0.000745 ,             0.00054  , 0.09395
         0 ,    1.31363  ,       0 ,1.31363  ,  86.0833  ,                            0.097035 ,           0.000832 ,             0.000679 , 1.21508
         0 ,    0.22491  ,       0 ,0.22491  ,  42.799   ,                            0.090163 ,           0.00064  ,             0.000716 , 0.133391
         0 ,    0.130434 ,       0 ,0.130434 ,  57.3553  ,                            0.052141 ,           0.000472 ,             0.000397 , 0.077424
         0 ,    0.131571 ,       0 ,0.131571 ,  37.1421  ,                            0.054766 ,           0.000426 ,             0.000332 , 0.076047
         0 ,    0.19154  ,       0 ,0.19154  ,  65.1127  ,                            0.068632 ,           0.000541 ,             0.000527 , 0.12184
         0 ,    0.252097 ,       0 ,0.252097 ,  56.2132  ,                            0.050916 ,           0.000592 ,             0.000559 , 0.20003
         0 ,    0.100125 ,       0 ,0.100125 ,  40.9706  ,                            0.05036  ,           0.000307 ,             0.000244 , 0.049214
         0 ,    0.112219 ,       0 ,0.112219 ,  54.8701  ,                            0.047544 ,           0.000524 ,             0.000253 , 0.063898
         0 ,    0.22145  ,       0 ,0.22145  ,  71.4264  ,                            0.059962 ,           0.00072  ,             0.000541 , 0.160227
         0 ,    0.298921 ,       0 ,0.298921 ,  47.4558  ,                            0.06419  ,           0.000743 ,             0.000644 , 0.233344
         0 ,    0.112885 ,       0 ,0.112885 ,  38.1421  ,                            0.049685 ,           0.000451 ,             0.000527 , 0.062222
         0 ,    0.28662  ,       0 ,0.28662  ,  54.1127  ,                            0.057538 ,           0.000597 ,             0.00035  , 0.228135
         0 ,    0.201327 ,       0 ,0.201327 ,  67.8701  ,                            0.082976 ,           0.000589 ,             0.000293 , 0.117469
         0 ,    0.159278 ,       0 ,0.159278 ,  61.2548  ,                            0.067663 ,           0.000475 ,             0.00035  , 0.09079
         0 ,    0.131335 ,       0 ,0.131335 ,  49.5563  ,                            0.054812 ,           0.000467 ,             0.000323 , 0.075733
         0 ,    1.77159  ,       0 ,1.77159  ,  89.9117  ,                            0.070743 ,           0.000864 ,             0.000551 , 1.69944
         0 ,    0.144998 ,       0 ,0.144998 ,  46.9411  ,                            0.065606 ,           0.000451 ,             0.000512 , 0.078429
         0 ,    0.882173 ,       0 ,0.882173 , 104.255   ,                            0.166807 ,           0.001083 ,             0.000816 , 0.713467
         0 ,    0.290791 ,       0 ,0.290791 ,  59.6274  ,                            0.075784 ,           0.000656 ,             0.000616 , 0.213735
         0 ,    0.572323 ,       0 ,0.572323 ,  56.2843  ,                            0.06527  ,           0.00062  ,             0.0005   , 0.505933
         0 ,    2.69568  ,       0 ,2.69568  ,  97.0833  ,                            0.097298 ,           0.000998 ,             0.000659 , 2.59673
         0 ,    0.178479 ,       0 ,0.178479 ,  47.799   ,                            0.040868 ,           0.000419 ,             0.000753 , 0.136439
         0 ,    0.067194 ,       0 ,0.067194 ,   4.24264 ,                            0.02601  ,           0.000158 ,             0.000254 , 0.040772
         0 ,    0.122508 ,       0 ,0.122508 ,  40.3137  ,                            0.053947 ,           0.000324 ,             0.000294 , 0.067943
         0 ,    0.103819 ,       0 ,0.103819 ,  32.1421  ,                            0.046969 ,           0.000434 ,             0.000284 , 0.056132
         0 ,    0.26699  ,       0 ,0.26699  ,  46.0416  ,                            0.054692 ,           0.000528 ,             0.000381 , 0.211389
         0 ,    0.568587 ,       0 ,0.568587 ,  83.9828  ,                            0.073677 ,           0.000676 ,             0.000679 , 0.493555
         0 ,    0.129662 ,       0 ,0.129662 ,  31.3137  ,                            0.055993 ,           0.000466 ,             0.000334 , 0.072869
         0 ,    0.622955 ,       0 ,0.622955 , 100.497   ,                            0.08232  ,           0.001011 ,             0.000605 , 0.539019
         0 ,    0.381731 ,       0 ,0.381731 ,  66.2843  ,                            0.069566 ,           0.000601 ,             0.000356 , 0.311208
         0 ,    0.413312 ,       0 ,0.413312 ,  73.3553  ,                            0.073506 ,           0.000636 ,             0.000519 , 0.338651
         0 ,    0.107319 ,       0 ,0.107319 ,  24.0711  ,                            0.047295 ,           0.000252 ,             0.000274 , 0.059498
         0 ,    0.143739 ,       0 ,0.143739 ,  34.1421  ,                            0.050236 ,           0.00057  ,             0.000373 , 0.09256
         0 ,    0.20858  ,       0 ,0.20858  ,  53.6985  ,                            0.060018 ,           0.000696 ,             0.000547 , 0.147319
         0 ,    0.830478 ,       0 ,0.830478 ,  63.3553  ,                            0.082278 ,           0.000891 ,             0.001428 , 0.745881
         0 ,    0.198422 ,       0 ,0.198422 ,  54.1127  ,                            0.071785 ,           0.000624 ,             0.000633 , 0.12538
         0 ,    0.271817 ,       0 ,0.271817 ,  92.8823  ,                            0.089452 ,           0.000717 ,             0.000452 , 0.181196
         0 ,    0.127496 ,       0 ,0.127496 ,  33.3848  ,                            0.047372 ,           0.000486 ,             0.000376 , 0.079262
         0 ,    0.161353 ,       0 ,0.161353 ,  41.1421  ,                            0.061043 ,           0.000498 ,             0.000604 , 0.099208
         0 ,    1.05947  ,       0 ,1.05947  , 101.113   ,                            0.100377 ,           0.000869 ,             0.000706 , 0.95752
         0 ,    0.280545 ,       0 ,0.280545 ,  58.6274  ,                            0.084379 ,           0.000524 ,             0.000351 , 0.195291
         0 ,    0.459067 ,       0 ,0.459067 ,  74.669   ,                            0.081078 ,           0.000694 ,             0.000541 , 0.376754
         0 ,    0.200564 ,       0 ,0.200564 ,  61.9411  ,                            0.065219 ,           0.000656 ,             0.000514 , 0.134175
         0 ,    0.381181 ,       0 ,0.381181 ,  47.2132  ,                            0.065122 ,           0.000553 ,             0.000395 , 0.315111
         0 ,    0.593136 ,       0 ,0.593136 ,  73.598   ,                            0.081814 ,           0.000852 ,             0.000643 , 0.509827
         0 ,    0.215235 ,       0 ,0.215235 ,  71.4558  ,                            0.086112 ,           0.000561 ,             0.000385 , 0.128177
         0 ,    0.242121 ,       0 ,0.242121 ,  62.5269  ,                            0.07595  ,           0.000559 ,             0.000489 , 0.165123
         0 ,    0.178345 ,       0 ,0.178345 ,  50.0416  ,                            0.062376 ,           0.000482 ,             0.000444 , 0.115043
         0 ,    1.16893  ,       0 ,1.16893  ,  79.3553  ,                            0.08022  ,           0.000802 ,             0.000505 , 1.0874
         0 ,    2.45779  ,       0 ,2.45779  , 115.811   ,                            0.108676 ,           0.00102  ,             0.00062  , 2.34748
         0 ,    0.729062 ,       0 ,0.729062 ,  69.5269  ,                            0.073672 ,           0.000622 ,             0.000535 , 0.654233
         0 ,    0.23519  ,       0 ,0.23519  ,  60.1127  ,                            0.06141  ,           0.000677 ,             0.000443 , 0.17266
         0 ,    0.240912 ,       0 ,0.240912 ,  63.799   ,                            0.06924  ,           0.000601 ,             0.00048  , 0.170591
         0 ,    0.635416 ,       0 ,0.635416 ,  70.1127  ,                            0.076975 ,           0.000726 ,             0.000607 , 0.557108
         0 ,    0.600311 ,       0 ,0.600311 ,  69.3553  ,                            0.070522 ,           0.00072  ,             0.000493 , 0.528576
         0 ,    0.140008 ,       0 ,0.140008 ,  44.2843  ,                            0.06329  ,           0.00039  ,             0.000292 , 0.076036
         0 ,    0.180736 ,       0 ,0.180736 ,  53.8701  ,                            0.051989 ,           0.00045  ,             0.000274 , 0.128023
         0 ,    0.11462  ,       0 ,0.11462  ,  35.1421  ,                            0.054327 ,           0.000369 ,             0.000265 , 0.059659
         0 ,    0.19115  ,       0 ,0.19115  ,  52.0416  ,                            0.057504 ,           0.000616 ,             0.000512 , 0.132518
         0 ,    0.317391 ,       0 ,0.317391 ,  81.5563  ,                            0.118095 ,           0.000661 ,             0.000641 , 0.197994
         0 ,    0.191707 ,       0 ,0.191707 ,  48.4558  ,                            0.081465 ,           0.000567 ,             0.000312 , 0.109363
         0 ,    0.286639 ,       0 ,0.286639 ,  56.0416  ,                            0.067532 ,           0.000613 ,             0.000413 , 0.218081
         0 ,    0.202796 ,       0 ,0.202796 ,  57.3553  ,                            0.052843 ,           0.000578 ,             0.000282 , 0.149093
         0 ,    0.157316 ,       0 ,0.157316 ,  40.7279  ,                            0.063667 ,           0.000513 ,             0.000311 , 0.092825
         0 ,    1.1368   ,       0 ,1.1368   ,  99.4975  ,                            0.110337 ,           0.000905 ,             0.000556 , 1.025
         0 ,    0.152348 ,       0 ,0.152348 ,  44.2843  ,                            0.059809 ,           0.000522 ,             0.000296 , 0.091721
         0 ,    0.237804 ,       0 ,0.237804 ,  56.799   ,                            0.069859 ,           0.000605 ,             0.000326 , 0.167014
         0 ,    0.196559 ,       0 ,0.196559 ,  48.9706  ,                            0.080614 ,           0.00068  ,             0.000551 , 0.114714
         0 ,    0.105653 ,       0 ,0.105653 ,  40.3137  ,                            0.052328 ,           0.000356 ,             0.000323 , 0.052646
         0 ,    0.585382 ,       0 ,0.585382 ,  96.1543  ,                            0.074691 ,           0.000615 ,             0.000319 , 0.509757
         0 ,    0.090967 ,       0 ,0.090967 ,  25.4853  ,                            0.050074 ,           0.000289 ,             0.000266 , 0.040338
         0 ,    0.624019 ,       0 ,0.624019 ,  88.7696  ,                            0.097325 ,           0.000878 ,             0.000571 , 0.525245
         0 ,    0.653153 ,       0 ,0.653153 ,  83.4975  ,                            0.086409 ,           0.000754 ,             0.000514 , 0.565476
         0 ,    0.406786 ,       0 ,0.406786 ,  60.5269  ,                            0.0783   ,           0.000734 ,             0.000733 , 0.327019
         0 ,    0.29981  ,       0 ,0.29981  ,  52.2132  ,                            0.056952 ,           0.000565 ,             0.000448 , 0.241845
         0 ,    0.357207 ,       0 ,0.357207 ,  68.9411  ,                            0.052341 ,           0.00059  ,             0.000316 , 0.30396
         0 ,    0.148178 ,       0 ,0.148178 ,  38.6274  ,                            0.066546 ,           0.000485 ,             0.000599 , 0.080548
         0 ,    1.77446  ,       0 ,1.77446  ,  98.9117  ,                            0.088093 ,           0.000948 ,             0.000767 , 1.68465
         0 ,    0.461265 ,       0 ,0.461265 ,  74.2548  ,                            0.068281 ,           0.000861 ,             0.000586 , 0.391537
         0 ,    0.486325 ,       0 ,0.486325 ,  66.5269  ,                            0.076111 ,           0.000628 ,             0.000404 , 0.409182
         0 ,    0.301612 ,       0 ,0.301612 ,  61.2132  ,                            0.066266 ,           0.000603 ,             0.00037  , 0.234373
         0 ,    0.194836 ,       0 ,0.194836 ,  50.2843  ,                            0.04925  ,           0.000529 ,             0.000459 , 0.144598
         0 ,    0.725731 ,       0 ,0.725731 ,  61.1127  ,                            0.069583 ,           0.000831 ,             0.000656 , 0.654661
         0 ,    0.214068 ,       0 ,0.214068 ,  43.6274  ,                            0.06096  ,           0.000479 ,             0.000912 , 0.151717
         0 ,    0.283551 ,       0 ,0.283551 ,  74.7696  ,                            0.063067 ,           0.000815 ,             0.000612 , 0.219057
         0 ,    0.207302 ,       0 ,0.207302 ,  55.1127  ,                            0.065384 ,           0.00066  ,             0.000499 , 0.140759
         0 ,    1.55764  ,       0 ,1.55764  ,  91.2548  ,                            0.066264 ,           0.000888 ,             0.000738 , 1.48975
         0 ,    0.580036 ,       0 ,0.580036 ,  70.7696  ,                            0.084602 ,           0.001015 ,             0.000831 , 0.493588
         0 ,    0.120242 ,       0 ,0.120242 ,  43.4853  ,                            0.065914 ,           0.000452 ,             0.000406 , 0.05347
         0 ,    0.686597 ,       0 ,0.686597 ,  88.0833  ,                            0.09223  ,           0.000838 ,             0.000574 , 0.592955
         0 ,    0.349675 ,       0 ,0.349675 ,  78.9411  ,                            0.069913 ,           0.000777 ,             0.000644 , 0.278341
         0 ,    0.30674  ,       0 ,0.30674  ,  67.9411  ,                            0.063331 ,           0.00063  ,             0.000351 , 0.242428
         0 ,    0.31179  ,       0 ,0.31179  ,  56.4558  ,                            0.057479 ,           0.000554 ,             0.000336 , 0.253421
         0 ,    0.148302 ,       0 ,0.148302 ,  53.1127  ,                            0.068872 ,           0.00049  ,             0.000307 , 0.078633
         0 ,    0.192464 ,       0 ,0.192464 ,  47.799   ,                            0.065544 ,           0.000502 ,             0.000322 , 0.126096
         0 ,    0.190784 ,       0 ,0.190784 ,  56.0416  ,                            0.058617 ,           0.000671 ,             0.000396 , 0.1311
         0 ,    0.12635  ,       0 ,0.12635  ,  40.1421  ,                            0.04671  ,           0.000412 ,             0.000275 , 0.078953
         0 ,    0.326182 ,       0 ,0.326182 ,  53.799   ,                            0.056104 ,           0.000569 ,             0.000542 , 0.268967
         0 ,    0.536924 ,       0 ,0.536924 ,  69.8406  ,                            0.060979 ,           0.000641 ,             0.000476 , 0.474828
         0 ,    0.134641 ,       0 ,0.134641 ,  48.5563  ,                            0.063911 ,           0.000481 ,             0.000329 , 0.06992
         0 ,    0.677091 ,       0 ,0.677091 ,  69.3553  ,                            0.149164 ,           0.00153  ,             0.001389 , 0.525008
         0 ,    0.607346 ,       0 ,0.607346 ,  82.1127  ,                            0.075968 ,           0.000827 ,             0.001047 , 0.529504
         0 ,    0.504663 ,       0 ,0.504663 ,  63.1127  ,                            0.09188  ,           0.000904 ,             0.000775 , 0.411104
         0 ,    0.132869 ,       0 ,0.132869 ,  45.6274  ,                            0.043505 ,           0.000577 ,             0.000438 , 0.088349
         0 ,    0.115165 ,       0 ,0.115165 ,  38.1421  ,                            0.04164  ,           0.000399 ,             0.000272 , 0.072854
         0 ,    0.239329 ,       0 ,0.239329 ,  82.3553  ,                            0.068094 ,           0.000802 ,             0.000529 , 0.169904
         0 ,    0.24466  ,       0 ,0.24466  ,  59.6985  ,                            0.062097 ,           0.00062  ,             0.000471 , 0.181472
         0 ,    0.113921 ,       0 ,0.113921 ,  40.1421  ,                            0.054364 ,           0.000404 ,             0.000295 , 0.058858
         0 ,    3.06181  ,       0 ,3.06181  ,  99.0833  ,                            0.169018 ,           0.001186 ,             0.001107 , 2.8905
         0 ,    0.111892 ,       0 ,0.111892 ,  24.1421  ,                            0.046661 ,           0.000578 ,             0.000837 , 0.063816
         0 ,    0.175581 ,       0 ,0.175581 ,  49.4558  ,                            0.062923 ,           0.000597 ,             0.000531 , 0.11153
         0 ,    0.111581 ,       0 ,0.111581 ,  38.9706  ,                            0.049776 ,           0.0004   ,             0.00055  , 0.060855
         0 ,    0.177599 ,       0 ,0.177599 ,  51.8701  ,                            0.065778 ,           0.000568 ,             0.000403 , 0.11085
         0 ,    0.098058 ,       0 ,0.098058 ,  34.7279  ,                            0.044837 ,           0.000412 ,             0.0003   , 0.052509
         0 ,    0.622174 ,       0 ,0.622174 ,  67.3553  ,                            0.065849 ,           0.000749 ,             0.00053  , 0.555046
         0 ,    0.392397 ,       0 ,0.392397 ,  56.8701  ,                            0.062905 ,           0.000767 ,             0.000565 , 0.32816
         0 ,    0.510874 ,       0 ,0.510874 ,  51.2132  ,                            0.078687 ,           0.000593 ,             0.000461 , 0.431133
         0 ,    0.107295 ,       0 ,0.107295 ,  30.1421  ,                            0.051518 ,           0.000416 ,             0.000283 , 0.055078
         0 ,    4.22635  ,       0 ,4.22635  , 130.368   ,                            0.103473 ,           0.001189 ,             0.000672 , 4.12102
         0 ,    0.144317 ,       0 ,0.144317 ,  31.8995  ,                            0.060668 ,           0.00036  ,             0.000528 , 0.082761
         0 ,    1.08792  ,       0 ,1.08792  ,  78.5269  ,                            0.080675 ,           0.000765 ,             0.000564 , 1.00591
         0 ,    0.155699 ,       0 ,0.155699 ,  46.6274  ,                            0.06118  ,           0.000647 ,             0.000318 , 0.093554
         0 ,    0.251179 ,       0 ,0.251179 ,  53.799   ,                            0.078151 ,           0.000545 ,             0.000355 , 0.172128
         0 ,    0.270605 ,       0 ,0.270605 ,  69.9411  ,                            0.083728 ,           0.000799 ,             0.000757 , 0.185321
         0 ,    0.674981 ,       0 ,0.674981 ,  69.7696  ,                            0.070824 ,           0.000751 ,             0.000561 , 0.602845
         0 ,    0.486998 ,       0 ,0.486998 ,  76.2843  ,                            0.091201 ,           0.00069  ,             0.00048  , 0.394627
         0 ,    0.093002 ,       0 ,0.093002 ,  31.8995  ,                            0.041067 ,           0.000355 ,             0.000254 , 0.051326
         0 ,    0.634457 ,       0 ,0.634457 ,  72.3553  ,                            0.057615 ,           0.000699 ,             0.00066  , 0.575483
         0 ,    0.696502 ,       0 ,0.696502 ,  65.4558  ,                            0.074141 ,           0.000621 ,             0.00055  , 0.62119
         0 ,    0.155843 ,       0 ,0.155843 ,  43.799   ,                            0.061476 ,           0.000579 ,             0.000455 , 0.093333
         0 ,    0.615113 ,       0 ,0.615113 ,  68.598   ,                            0.069065 ,           0.000744 ,             0.000582 , 0.544722
         0 ,    0.223649 ,       0 ,0.223649 ,  42.5563  ,                            0.1093   ,           0.000652 ,             0.000816 , 0.112881
         0 ,    0.667124 ,       0 ,0.667124 ,  84.5269  ,                            0.080637 ,           0.000877 ,             0.000575 , 0.585035
         0 ,    0.349497 ,       0 ,0.349497 ,  46.6274  ,                            0.055791 ,           0.000704 ,             0.000324 , 0.292678
         0 ,    0.885781 ,       0 ,0.885781 ,  83.1127  ,                            0.081538 ,           0.000855 ,             0.000654 , 0.802734
         0 ,    2.08016  ,       0 ,2.08016  ,  99.4975  ,                            0.100827 ,           0.001108 ,             0.000668 , 1.97756
         0 ,    0.255713 ,       0 ,0.255713 ,  54.8701  ,                            0.086417 ,           0.00065  ,             0.000411 , 0.168235
         0 ,    0.127973 ,       0 ,0.127973 ,  54.7696  ,                            0.046931 ,           0.000612 ,             0.00041  , 0.08002
         0 ,    0.332004 ,       0 ,0.332004 ,  81.2548  ,                            0.075575 ,           0.000923 ,             0.000598 , 0.254908
         0 ,    0.481195 ,       0 ,0.481195 ,  56.7696  ,                            0.069828 ,           0.000755 ,             0.000534 , 0.410078
         0 ,    0.480788 ,       0 ,0.480788 ,  64.3553  ,                            0.070713 ,           0.001096 ,             0.000818 , 0.408161
         0 ,    1.50079  ,       0 ,1.50079  , 130.225   ,                            0.120669 ,           0.001071 ,             0.000841 , 1.3782
         0 ,    0.200573 ,       0 ,0.200573 ,  60.7696  ,                            0.061386 ,           0.000749 ,             0.000825 , 0.137613
         0 ,    0.149827 ,       0 ,0.149827 ,  35.5563  ,                            0.058373 ,           0.000451 ,             0.000586 , 0.090417
         0 ,    0.388269 ,       0 ,0.388269 ,  80.669   ,                            0.072842 ,           0.000961 ,             0.000771 , 0.313695
         0 ,    0.188035 ,       0 ,0.188035 ,  48.3848  ,                            0.065548 ,           0.000656 ,             0.000327 , 0.121504
         0 ,    0.39646  ,       0 ,0.39646  ,  58.0416  ,                            0.059941 ,           0.000598 ,             0.000429 , 0.335492
         0 ,    0.665181 ,       0 ,0.665181 ,  61.2843  ,                            0.12269  ,           0.000792 ,             0.001264 , 0.540435
         0 ,    0.213307 ,       0 ,0.213307 ,  64.6985  ,                            0.078708 ,           0.000703 ,             0.000651 , 0.133245
         0 ,    0.168886 ,       0 ,0.168886 ,  43.2132  ,                            0.062285 ,           0.000655 ,             0.000271 , 0.105675
         0 ,    0.139871 ,       0 ,0.139871 ,  35.9706  ,                            0.056884 ,           0.000451 ,             0.011737 , 0.070799
         0 ,    0.919922 ,       0 ,0.919922 ,  66.5269  ,                            0.147706 ,           0.000814 ,             0.00047  , 0.770932
         0 ,    0.519506 ,       0 ,0.519506 ,  82.4975  ,                            0.091779 ,           0.001014 ,             0.000791 , 0.425922
         0 ,    0.527594 ,       0 ,0.527594 ,  66.598   ,                            0.077536 ,           0.000771 ,             0.000646 , 0.448641
         0 ,    0.226751 ,       0 ,0.226751 ,  67.669   ,                            0.083877 ,           0.000648 ,             0.000599 , 0.141627
         0 ,    0.156586 ,       0 ,0.156586 ,  36.799   ,                            0.060282 ,           0.000561 ,             0.000618 , 0.095125
         0 ,    0.747753 ,       0 ,0.747753 , 102.782   ,                            0.0896   ,           0.000679 ,             0.000417 , 0.657057
         0 ,    1.38566  ,       0 ,1.38566  ,  77.598   ,                            0.089815 ,           0.00087  ,             0.000517 , 1.29446
         0 ,    0.143061 ,       0 ,0.143061 ,  53.7279  ,                            0.068171 ,           0.000413 ,             0.000265 , 0.074212
         0 ,    0.583466 ,       0 ,0.583466 ,  67.6985  ,                            0.064535 ,           0.000758 ,             0.000619 , 0.517554
         0 ,    0.333456 ,       0 ,0.333456 ,  63.0416  ,                            0.133703 ,           0.000633 ,             0.000559 , 0.198561
         0 ,    0.247307 ,       0 ,0.247307 ,  55.7696  ,                            0.065747 ,           0.000672 ,             0.000429 , 0.180459
         0 ,    0.211693 ,       0 ,0.211693 ,  62.2843  ,                            0.076139 ,           0.000709 ,             0.000391 , 0.134454
         0 ,    0.144156 ,       0 ,0.144156 ,  36.6274  ,                            0.04274  ,           0.000537 ,             0.000324 , 0.100555
         0 ,    0.242091 ,       0 ,0.242091 ,  74.6985  ,                            0.079118 ,           0.000779 ,             0.000819 , 0.161375
         0 ,    0.233418 ,       0 ,0.233418 ,  57.4558  ,                            0.078081 ,           0.000842 ,             0.000573 , 0.153922
         0 ,    0.166449 ,       0 ,0.166449 ,  44.2132  ,                            0.066161 ,           0.000608 ,             0.000359 , 0.099321
         0 ,    0.152258 ,       0 ,0.152258 ,  68.799   ,                            0.067932 ,           0.000491 ,             0.00036  , 0.083475
         0 ,    0.294114 ,       0 ,0.294114 ,  75.3553  ,                            0.09602  ,           0.000791 ,             0.000652 , 0.196651
         0 ,    0.243918 ,       0 ,0.243918 ,  65.9411  ,                            0.085836 ,           0.000764 ,             0.000434 , 0.156884
         0 ,    0.176783 ,       0 ,0.176783 ,  62.9706  ,                            0.085258 ,           0.000491 ,             0.000293 , 0.090741
         0 ,    0.170854 ,       0 ,0.170854 ,  38.7279  ,                            0.054525 ,           0.000552 ,             0.000759 , 0.115018
         0 ,    0.68874  ,       0 ,0.68874  ,  76.1127  ,                            0.087683 ,           0.000715 ,             0.000632 , 0.59971
         0 ,    1.49171  ,       0 ,1.49171  ,  65.1838  ,                            0.076343 ,           0.000956 ,             0.001092 , 1.41332
         0 ,    1.2951   ,       0 ,1.2951   ,  79.2548  ,                            0.087058 ,           0.000877 ,             0.000558 , 1.20661
         0 ,    0.251487 ,       0 ,0.251487 ,  64.9411  ,                            0.078673 ,           0.000664 ,             0.000412 , 0.171738
         0 ,    0.312913 ,       0 ,0.312913 ,  58.799   ,                            0.080107 ,           0.000628 ,             0.000435 , 0.231743
         0 ,    0.140917 ,       0 ,0.140917 ,  42.0416  ,                            0.054351 ,           0.000472 ,             0.000315 , 0.085779
         0 ,    0.126657 ,       0 ,0.126657 ,  48.7279  ,                            0.058978 ,           0.000445 ,             0.000371 , 0.066863
         0 ,    0.271805 ,       0 ,0.271805 ,  54.2843  ,                            0.057906 ,           0.000652 ,             0.000328 , 0.212919
         0 ,    0.243812 ,       0 ,0.243812 ,  39.9706  ,                            0.063291 ,           0.000554 ,             0.000526 , 0.179441
         0 ,    0.225446 ,       0 ,0.225446 ,  39.799   ,                            0.052265 ,           0.000586 ,             0.000344 , 0.172251
         0 ,    0.596937 ,       0 ,0.596937 ,  65.6274  ,                            0.089456 ,           0.000717 ,             0.000529 , 0.506235
         0 ,    0.147601 ,       0 ,0.147601 ,  41.799   ,                            0.063906 ,           0.000543 ,             0.000353 , 0.082799
         0 ,    0.654191 ,       0 ,0.654191 ,  72.5269  ,                            0.086494 ,           0.000828 ,             0.000663 , 0.566206
         0 ,    0.202614 ,       0 ,0.202614 ,  64.4558  ,                            0.075281 ,           0.000647 ,             0.000418 , 0.126268
         0 ,    0.187793 ,       0 ,0.187793 ,  49.799   ,                            0.078914 ,           0.000556 ,             0.000463 , 0.10786
         0 ,    0.173328 ,       0 ,0.173328 ,  44.6274  ,                            0.069474 ,           0.000774 ,             0.000735 , 0.102345
         0 ,    0.20874  ,       0 ,0.20874  ,  65.1127  ,                            0.070518 ,           0.000735 ,             0.00063  , 0.136857
         0 ,    0.239921 ,       0 ,0.239921 ,  31.9706  ,                            0.095027 ,           0.000715 ,             0.000827 , 0.143352
         0 ,    0.216723 ,       0 ,0.216723 ,  51.2843  ,                            0.065316 ,           0.000637 ,             0.000374 , 0.150396
         0 ,    0.329043 ,       0 ,0.329043 ,  57.0416  ,                            0.057462 ,           0.000656 ,             0.000501 , 0.270424
         0 ,    0.304726 ,       0 ,0.304726 ,  46.0416  ,                            0.047384 ,           0.000622 ,             0.00032  , 0.2564
         0 ,    0.311671 ,       0 ,0.311671 ,  70.1127  ,                            0.072145 ,           0.000779 ,             0.000545 , 0.238202
