time     ,t    ,pose_x ,pose_y ,pose_z   ,pose_roll ,pose_pitch ,pose_yaw ,foot0_x ,foot0_y   ,foot0_z     ,foot1_x ,foot1_y   ,foot1_z     ,foot2_x  ,foot2_y   ,foot2_z     ,foot3_x ,foot3_y   ,foot3_z     ,foot4_x ,foot4_y   ,foot4_z     ,foot5_x  ,foot5_y  ,foot5_z     ,cfg0_x      ,cfg0_y      ,cfg0_z      ,cfg1_x     ,cfg1_y      ,cfg1_z     ,cfg2_x    ,cfg2_y      ,cfg2_z      ,cfg3_x     ,cfg3_y       ,cfg3_z      ,cfg4_x      ,cfg4_y      ,cfg4_z      ,cfg5_x      ,cfg5_y      ,cfg5_z      ,cfg0_dx      ,cfg0_dy      ,cfg0_dz     ,cfg1_dx      ,cfg1_dy      ,cfg1_dz      ,cfg2_dx      ,cfg2_dy      ,cfg2_dz     ,cfg3_dx      ,cfg3_dy      ,cfg3_dz      ,cfg4_dx      ,cfg4_dy      ,cfg4_dz      ,cfg5_dx      ,cfg5_dy      ,cfg5_dz     ,foot0_sdf   ,foot1_sdf    ,foot2_sdf    ,foot3_sdf    ,foot4_sdf    ,foot5_sdf    ,support0 ,support1 ,support2 ,support3 ,support4 ,support5
 1.02623 ,0    , 1     ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.35    ,-0.279998 ,1.62381e-06 ,1.05    ,-0.34     ,0           ,0.649998 ,-0.279998 ,1.62381e-06 ,1.35    ,0.28      ,0           ,1.05    ,0.339998  ,1.62381e-06 ,0.65     ,0.28     ,0           ,-0.0175394  ,1.48075     ,1.12698     ,-0.0175394 ,1.48075     ,1.12698    ,0.0175394 ,1.48075     ,1.12698     ,-0.0175394 ,1.48075      ,1.12698     ,-0.0175394  ,1.48075     ,1.12698     ,0.0175394   ,1.48075     ,1.12698     ,-7.20104e-07 ,-0.14382     ,-0.136095   ,nan          ,nan          ,nan          ,7.20104e-07  ,-0.14382     ,-0.136095   ,nan          ,nan          ,nan          ,-7.20104e-07 ,-0.14382     ,-0.136095    ,nan          ,nan          ,nan         ,1.62381e-06 ,0            ,1.62381e-06  ,0            ,1.62381e-06  ,0            ,       1 ,       1 ,       1 ,       1 ,       1 ,       1
 1.02628 ,0.05 , 1.005 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.35581 ,-0.278516 ,0.0203193   ,1.05    ,-0.34     ,0           ,0.655843 ,-0.278476 ,0.0206625   ,1.35    ,0.28      ,0           ,1.05584 ,0.338459  ,0.020413    ,0.65     ,0.28     ,0           ,-0.013586   ,1.31504     ,0.972373    ,-0.0427183 ,1.4843      ,1.12485    ,0.0219541 ,1.31347     ,0.968938    ,-0.0427183 ,1.4843       ,1.12485     ,-0.0134492  ,1.31438     ,0.971579    ,-0.00749235 ,1.4769      ,1.12938     ,0.00643045   ,-0.130409    ,-0.119844   ,nan          ,nan          ,nan          ,0.00709319   ,-0.129678    ,-0.122325   ,nan          ,nan          ,nan          ,0.00663143   ,-0.130603    ,-0.120307    ,nan          ,nan          ,nan         ,0.0203193   ,0            ,0.0206625    ,0            ,0.020413     ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.06669 ,0.1  , 1.01  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.36306 ,-0.274759 ,0.0375883   ,1.05    ,-0.34     ,0           ,0.663201 ,-0.27464  ,0.0383964   ,1.35    ,0.28      ,0           ,1.06316 ,0.334531  ,0.0378078   ,0.65     ,0.28     ,0           ,-0.00227168 ,1.16559     ,0.837205    ,-0.0680149 ,1.48756     ,1.12298    ,0.0345874 ,1.16352     ,0.827721    ,-0.0680149 ,1.48756      ,1.12298     ,-0.00174211 ,1.16411     ,0.835157    ,-0.0323487  ,1.4728      ,1.13206     ,0.0121818    ,-0.116925    ,-0.103917   ,nan          ,nan          ,nan          ,0.0134388    ,-0.115495    ,-0.108581   ,nan          ,nan          ,nan          ,0.0125644    ,-0.117264    ,-0.104783    ,nan          ,nan          ,nan         ,0.0375883   ,0            ,0.0383964    ,0            ,0.0378078    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.10654 ,0.15 , 1.015 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.37146 ,-0.269666 ,0.0517513   ,1.05    ,-0.34     ,0           ,0.67176  ,-0.269478 ,0.0531073   ,1.35    ,0.28      ,0           ,1.07168 ,0.329154  ,0.052111    ,0.65     ,0.28     ,0           ,0.015582    ,1.03248     ,0.72109     ,-0.0933985 ,1.49048     ,1.12135    ,0.0545257 ,1.03095     ,0.703298    ,-0.0933985 ,1.49048      ,1.12135     ,0.0167343   ,1.03009     ,0.717395    ,-0.057003   ,1.46847     ,1.13503     ,0.0172534    ,-0.103367    ,-0.088313   ,nan          ,nan          ,nan          ,0.0190375    ,-0.101272    ,-0.0948639  ,nan          ,nan          ,nan          ,0.0177983    ,-0.103804    ,-0.089524    ,nan          ,nan          ,nan         ,0.0517513   ,0            ,0.0531073    ,0            ,0.052111     ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.14685 ,0.2  , 1.02  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.38075 ,-0.264027 ,0.0629664   ,1.05    ,-0.34     ,0           ,0.681217 ,-0.263805 ,0.0649242   ,1.35    ,0.28      ,0           ,1.08108 ,0.323126  ,0.0634659   ,0.65     ,0.28     ,0           ,0.0391536   ,0.915798    ,0.623635    ,-0.118837  ,1.49306     ,1.11995    ,0.0808555 ,0.915791    ,0.595638    ,-0.118837  ,1.49306      ,1.11995     ,0.0411324   ,0.912459    ,0.617974    ,-0.0814302  ,1.46394     ,1.13831     ,0.0216452    ,-0.0897377   ,-0.0730331  ,nan          ,nan          ,nan          ,0.0238893    ,-0.0870093   ,-0.0811734  ,nan          ,nan          ,nan          ,0.022333     ,-0.0902218   ,-0.0745289   ,nan          ,nan          ,nan         ,0.0629664   ,0            ,0.0649242    ,0            ,0.0634659    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.18689 ,0.25 , 1.025 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.39071 ,-0.258472 ,0.0715261   ,1.05    ,-0.34     ,0           ,0.691325 ,-0.258262 ,0.0741134   ,1.35    ,0.28      ,0           ,1.09116 ,0.317089  ,0.0721548   ,0.65     ,0.28     ,0           ,0.0676215   ,0.815628    ,0.544448    ,-0.144299  ,1.49527     ,1.11879    ,0.112663  ,0.818106    ,0.504708    ,-0.144299  ,1.49527      ,1.11879     ,0.0706044   ,0.811369    ,0.536572    ,-0.105607   ,1.45923     ,1.1419      ,0.0253571    ,-0.0760352   ,-0.0580768  ,nan          ,nan          ,nan          ,0.0279943    ,-0.0727068   ,-0.0675096  ,nan          ,nan          ,nan          ,0.0261686    ,-0.0765187   ,-0.0597979   ,nan          ,nan          ,nan         ,0.0715261   ,0            ,0.0741134    ,0            ,0.0721548    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.22653 ,0.3  , 1.03  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.40121 ,-0.253476 ,0.0777886   ,1.05    ,-0.34     ,0           ,0.701923 ,-0.253326 ,0.0810056   ,1.35    ,0.28      ,0           ,1.10175 ,0.311532  ,0.0785289   ,0.65     ,0.28     ,0           ,0.100164    ,0.732061    ,0.483141    ,-0.169751  ,1.4971      ,1.11785    ,0.149035  ,0.73794     ,0.430474    ,-0.169751  ,1.4971       ,1.11785     ,0.104303    ,0.726966    ,0.47287     ,-0.129512   ,1.45437     ,1.14582     ,0.0283893    ,-0.0622599   ,-0.0434441  ,nan          ,nan          ,nan          ,0.0313524    ,-0.0583643   ,-0.0538723  ,nan          ,nan          ,nan          ,0.029305     ,-0.0626942   ,-0.0453311   ,nan          ,nan          ,nan         ,0.0777887   ,0            ,0.0810057    ,0            ,0.0785289    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.26661 ,0.35 , 1.035 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.41217 ,-0.249373 ,0.0821214   ,1.05    ,-0.34     ,0           ,0.712927 ,-0.249325 ,0.0859382   ,1.35    ,0.28      ,0           ,1.11278 ,0.306802  ,0.0829524   ,0.65     ,0.28     ,0           ,0.135961    ,0.665184    ,0.43932     ,-0.19516   ,1.49853     ,1.11712    ,0.189058  ,0.675342    ,0.372906    ,-0.19516   ,1.49853      ,1.11712     ,0.14138     ,0.659398    ,0.426547    ,-0.153125   ,1.44941     ,1.15009     ,0.0307417    ,-0.048412    ,-0.0291351  ,nan          ,nan          ,nan          ,0.0339636    ,-0.0439819   ,-0.0402616  ,nan          ,nan          ,nan          ,0.0317423    ,-0.0487483   ,-0.0311285   ,nan          ,nan          ,nan         ,0.0821214   ,0            ,0.0859382    ,0            ,0.0829524    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.30649 ,0.4  , 1.04  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.4236  ,-0.246374 ,0.0848585   ,1.05    ,-0.34     ,0           ,0.724324 ,-0.246466 ,0.0892123   ,1.35    ,0.28      ,0           ,1.12424 ,0.303127  ,0.085758    ,0.65     ,0.28     ,0           ,0.174189    ,0.615085    ,0.412595    ,-0.220493  ,1.49957     ,1.11661    ,0.231818  ,0.630361    ,0.331969    ,-0.220493  ,1.49957      ,1.11661     ,0.180988    ,0.608812    ,0.397283    ,-0.176428   ,1.44436     ,1.15471     ,0.0324143    ,-0.0344913   ,-0.0151498  ,nan          ,nan          ,nan          ,0.035828     ,-0.0295596   ,-0.0266775  ,nan          ,nan          ,nan          ,0.0334804    ,-0.034681    ,-0.0171902   ,nan          ,nan          ,nan         ,0.0848586   ,0            ,0.0892123    ,0            ,0.085758     ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.34673 ,0.45 , 1.045 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.43553 ,-0.244591 ,0.0862706   ,1.05    ,-0.34     ,0           ,0.736148 ,-0.244848 ,0.0910638   ,1.35    ,0.28      ,0           ,1.13616 ,0.300631  ,0.0872155   ,0.65     ,0.28     ,0           ,0.214028    ,0.581853    ,0.402574    ,-0.245716  ,1.50019     ,1.1163     ,0.276402  ,0.603045    ,0.307632    ,-0.245716  ,1.50019      ,1.1163      ,0.22228     ,0.575353    ,0.384758    ,-0.199406   ,1.43925     ,1.15971     ,0.033407     ,-0.0204978   ,-0.00148814 ,nan          ,nan          ,nan          ,0.0369454    ,-0.0150974   ,-0.01312    ,nan          ,nan          ,nan          ,0.0345193    ,-0.0204923   ,-0.00351605  ,nan          ,nan          ,nan         ,0.0862707   ,0            ,0.0910638    ,0            ,0.0872155    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.3868  ,0.5  , 1.05  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.44799 ,-0.244055 ,0.0865436   ,1.05    ,-0.34     ,0           ,0.748457 ,-0.244488 ,0.0916434   ,1.35    ,0.28      ,0           ,1.14857 ,0.29936   ,0.0875095   ,0.65     ,0.28     ,0           ,0.254655    ,0.565574    ,0.408868    ,-0.270798  ,1.5004      ,1.1162     ,0.321896  ,0.593443    ,0.299862    ,-0.270798  ,1.5004       ,1.1162      ,0.264408    ,0.559171    ,0.388651    ,-0.222045   ,1.43413     ,1.16509     ,0.03372      ,-0.00643166  ,0.0118499   ,nan          ,nan          ,nan          ,0.037316     ,-0.000595227 ,0.000410949 ,nan          ,nan          ,nan          ,0.0348592    ,-0.00618224  ,0.00989388   ,nan          ,nan          ,nan         ,0.0865436   ,0            ,0.0916435    ,0            ,0.0875095    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.42669 ,0.55 , 1.055 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.46102 ,-0.244732 ,0.0857656   ,1.05    ,-0.34     ,0           ,0.761303 ,-0.245334 ,0.0910057   ,1.35    ,0.28      ,0           ,1.16153 ,0.299291  ,0.0867258   ,0.65     ,0.28     ,0           ,0.295252    ,0.566357    ,0.431086    ,-0.295706  ,1.50019     ,1.1163     ,0.367386  ,0.601595    ,0.308633    ,-0.295706  ,1.50019      ,1.1163      ,0.306524    ,0.560415    ,0.408641    ,-0.244331   ,1.42901     ,1.17087     ,0.0333581    ,0.00775737   ,0.0248702   ,nan          ,nan          ,nan          ,0.0369403    ,0.0139222    ,0.0139303   ,nan          ,nan          ,nan          ,0.0345017    ,0.00825649   ,0.0230366    ,nan          ,nan          ,nan         ,0.0857656   ,0            ,0.0910058    ,0            ,0.0867258    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.46681 ,0.6  , 1.06  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.47463 ,-0.246534 ,0.0839171   ,1.05    ,-0.34     ,0           ,0.774712 ,-0.247289 ,0.089104    ,1.35    ,0.28      ,0           ,1.17504 ,0.300353  ,0.0848442   ,0.65     ,0.28     ,0           ,0.335008    ,0.584396    ,0.46885     ,-0.32041   ,1.49957     ,1.11661    ,0.411961  ,0.627498    ,0.333942    ,-0.32041   ,1.49957      ,1.11661     ,0.347786    ,0.579247    ,0.4444      ,-0.266254   ,1.42394     ,1.17706     ,0.0323274    ,0.0221293    ,0.0375801   ,nan          ,nan          ,nan          ,0.0358188    ,0.0284304    ,0.027453    ,nan          ,nan          ,nan          ,0.033449     ,0.0228321    ,0.0359087    ,nan          ,nan          ,nan         ,0.0839171   ,0            ,0.089104     ,0            ,0.0848442    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.5068  ,0.65 , 1.065 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.48874 ,-0.249331 ,0.080871    ,1.05    ,-0.34     ,0           ,0.788658 ,-0.250209 ,0.0857943   ,1.35    ,0.28      ,0           ,1.18905 ,0.302432  ,0.0817371   ,0.65     ,0.28     ,0           ,0.373114    ,0.619914    ,0.521787    ,-0.34488   ,1.49853     ,1.11712    ,0.454708  ,0.671142    ,0.375794    ,-0.34488   ,1.49853      ,1.11712     ,0.38735     ,0.615833    ,0.495602    ,-0.287806   ,1.41893     ,1.18367     ,0.0306277    ,0.0366842    ,0.0499795   ,nan          ,nan          ,nan          ,0.0339516    ,0.0429296    ,0.040979    ,nan          ,nan          ,nan          ,0.0317012    ,0.0375445    ,0.0485102    ,nan          ,nan          ,nan         ,0.080871    ,0            ,0.0857944    ,0            ,0.0817371    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.54677 ,0.7  , 1.07  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.50322 ,-0.252957 ,0.0763983   ,1.05    ,-0.34     ,0           ,0.803025 ,-0.253908 ,0.0808459   ,1.35    ,0.28      ,0           ,1.20343 ,0.305376  ,0.077176    ,0.65     ,0.28     ,0           ,0.408762    ,0.673131    ,0.589519    ,-0.369089  ,1.4971      ,1.11785    ,0.494715  ,0.732516    ,0.434193    ,-0.369089  ,1.4971       ,1.11785     ,0.424373    ,0.670339    ,0.561918    ,-0.30898    ,1.41403     ,1.19072     ,0.0282591    ,0.0514222    ,0.0620685   ,nan          ,nan          ,nan          ,0.0313385    ,0.0574196    ,0.0545083   ,nan          ,nan          ,nan          ,0.0292581    ,0.0523938    ,0.0608411    ,nan          ,nan          ,nan         ,0.0832146   ,0            ,0.0808459    ,0            ,0.077176     ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.58676 ,0.75 , 1.075 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.51784 ,-0.257205 ,0.0701812   ,1.05    ,-0.34     ,0           ,0.81759  ,-0.258151 ,0.0739593   ,1.35    ,0.28      ,0           ,1.21796 ,0.308992  ,0.0708448   ,0.65     ,0.28     ,0           ,0.441143    ,0.744268    ,0.671673    ,-0.393009  ,1.49527     ,1.11879    ,0.531069  ,0.811608    ,0.509143    ,-0.393009  ,1.49527      ,1.11879     ,0.458014    ,0.742932    ,0.643019    ,-0.329768   ,1.40925     ,1.19821     ,0.0252216    ,0.0663432    ,0.0738471   ,nan          ,nan          ,nan          ,0.0279797    ,0.0719004    ,0.0680409   ,nan          ,nan          ,nan          ,0.0261198    ,0.06738      ,0.0729014    ,nan          ,nan          ,nan         ,0.0701812   ,0            ,0.0739593    ,0            ,0.0708448    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.62696 ,0.8  , 1.08  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.53222 ,-0.26181  ,0.0618374   ,1.05    ,-0.34     ,0           ,0.831985 ,-0.262658 ,0.0647954   ,1.35    ,0.28      ,0           ,1.23228 ,0.31303   ,0.0623657   ,0.65     ,0.28     ,0           ,0.469449    ,0.833547    ,0.767872    ,-0.416617  ,1.49306     ,1.11995    ,0.562859  ,0.908407    ,0.600647    ,-0.416617  ,1.49306      ,1.11995     ,0.487428    ,0.833776    ,0.738578    ,-0.350167   ,1.40462     ,1.20617     ,0.0215152    ,0.0814472    ,0.0853152   ,nan          ,nan          ,nan          ,0.0238752    ,0.0863722    ,0.0815769   ,nan          ,nan          ,nan          ,0.0222864    ,0.082503     ,0.0846911    ,nan          ,nan          ,nan         ,0.0618374   ,0            ,0.0647954    ,0            ,0.0623657    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.66681 ,0.85 , 1.085 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.54586 ,-0.266431 ,0.0509586   ,1.05    ,-0.34     ,0           ,0.845686 ,-0.267082 ,0.0530174   ,1.35    ,0.28      ,0           ,1.24588 ,0.317164  ,0.0513384   ,0.65     ,0.28     ,0           ,0.492873    ,0.941188    ,0.877743    ,-0.43989   ,1.49048     ,1.12135    ,0.589173  ,1.0229      ,0.708711    ,-0.43989   ,1.49048      ,1.12135     ,0.511772    ,0.943039    ,0.848267    ,-0.370175   ,1.40018     ,1.21459     ,0.0171399    ,0.0967342    ,0.0964728   ,nan          ,nan          ,nan          ,0.0190249    ,0.100835     ,0.0951162   ,nan          ,nan          ,nan          ,0.0177577    ,0.0977629    ,0.0962101    ,nan          ,nan          ,nan         ,0.0509586   ,0            ,0.0530174    ,0            ,0.0513384    ,0            ,       0 ,       1 ,       0 ,       1 ,       0 ,       1
 1.70671 ,0.9  , 1.09  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.55809 ,-0.270609 ,0.0371679   ,1.05    ,-0.34     ,0           ,0.858001 ,-0.270996 ,0.0383491   ,1.35    ,0.28      ,0           ,1.25809 ,0.320959  ,0.0373983   ,0.65     ,0.28     ,0           ,0.510605    ,1.06741     ,1.00091     ,-0.462806  ,1.48756     ,1.12298    ,0.609097  ,1.15508     ,0.833337    ,-0.462806  ,1.48756      ,1.12298     ,0.530205    ,1.07089     ,0.971758    ,-0.389788   ,1.39594     ,1.22348     ,0.0120957    ,0.112204     ,0.10732     ,nan          ,nan          ,nan          ,0.0134288    ,0.115288     ,0.108659    ,nan          ,nan          ,nan          ,0.0125339    ,0.11316      ,0.107459     ,nan          ,nan          ,nan         ,0.041807    ,0            ,0.0383491    ,0            ,0.0373983    ,0            ,       1 ,       1 ,       1 ,       1 ,       1 ,       1
 1.74669 ,0.95 , 1.095 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.56811 ,-0.273736 ,0.0201993   ,1.05    ,-0.34     ,0           ,0.868087 ,-0.273863 ,0.0206492   ,1.35    ,0.28      ,0           ,1.26811 ,0.323829  ,0.0202962   ,0.65     ,0.28     ,0           ,0.521837    ,1.21244     ,1.137       ,-0.485347  ,1.4843      ,1.12485    ,0.62172   ,1.30493     ,0.974531    ,-0.485347  ,1.4843       ,1.12485     ,0.541883    ,1.21748     ,1.10872     ,-0.409008   ,1.39193     ,1.23287     ,0.00638257   ,0.127857     ,0.117857    ,nan          ,nan          ,nan          ,0.00708691   ,0.129733     ,0.122205    ,nan          ,nan          ,nan          ,0.00661483   ,0.128693     ,0.118437     ,nan          ,nan          ,nan         ,0.0201993   ,0            ,0.0206492    ,0            ,0.0202962    ,0            ,       1 ,       1 ,       1 ,       1 ,       1 ,       1
 1.79415 ,0    , 1.1   ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.575   ,-0.275    ,0           ,1.05    ,-0.339999 ,1.62381e-06 ,0.875    ,-0.275    ,0           ,1.35    ,0.279999  ,1.62381e-06 ,1.275   ,0.325     ,0           ,0.649999 ,0.279997 ,1.28085e-06 ,0.525761    ,1.3765      ,1.28563     ,-0.507497  ,1.48075     ,1.12698    ,0.62613   ,1.47245     ,1.1323      ,-0.507497  ,1.48075      ,1.12698     ,0.545964    ,1.38299     ,1.25883     ,-0.427833   ,1.38818     ,1.24275     ,nan          ,nan          ,nan         ,-7.20104e-07 ,-0.14382     ,-0.136095    ,nan          ,nan          ,nan         ,-7.20104e-07 ,-0.14382     ,-0.136095    ,nan          ,nan          ,nan          ,5.8707e-07   ,-0.144717    ,-0.129834   ,0           ,1.62381e-06  ,0            ,1.62381e-06  ,0            ,1.28085e-06  ,       1 ,       1 ,       1 ,       1 ,       1 ,       1
 1.8266  ,0.05 , 1.105 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.575   ,-0.275    ,0           ,1.05748 ,-0.338602 ,0.0224522   ,0.875    ,-0.275    ,0           ,1.35776 ,0.278615  ,0.0383339   ,1.275   ,0.325     ,0           ,0.657706 ,0.278324 ,0.0226923   ,0.508704    ,1.37917     ,1.27335     ,-0.49994   ,1.29854     ,0.955075   ,0.605832  ,1.47763     ,1.12892     ,-0.498654  ,1.15048      ,0.836487    ,0.528589    ,1.38671     ,1.24699     ,-0.420506   ,1.20264     ,1.07252     ,nan          ,nan          ,nan         ,0.0111225    ,-0.128926    ,-0.121207    ,nan          ,nan          ,nan         ,0.00738852   ,-0.134582    ,-0.109406    ,nan          ,nan          ,nan          ,0.0105866    ,-0.12778     ,-0.12001    ,0           ,0.0224522    ,0            ,0.0383339    ,0            ,0.0226923    ,       1 ,       0 ,       1 ,       0 ,       1 ,       0
 1.86675 ,0.1  , 1.11  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.575   ,-0.275    ,0           ,1.06911 ,-0.335126 ,0.0414463   ,0.875    ,-0.275    ,0           ,1.36997 ,0.275756  ,0.0669025   ,1.275   ,0.325     ,0           ,0.669919 ,0.274258 ,0.0415465   ,0.491253    ,1.3822      ,1.26161     ,-0.478273  ,1.13604     ,0.803006   ,0.585063  ,1.48261     ,1.12586     ,-0.472792  ,0.843311     ,0.605875    ,0.510785    ,1.39081     ,1.2357      ,-0.399455   ,1.03984     ,0.916046    ,nan          ,nan          ,nan         ,0.0211183    ,-0.114342    ,-0.106404    ,nan          ,nan          ,nan         ,0.0143549    ,-0.124333    ,-0.0855857   ,nan          ,nan          ,nan          ,0.0201501    ,-0.111322    ,-0.109627   ,0           ,0.0414463    ,0            ,0.0669025    ,0            ,0.0415465    ,       1 ,       0 ,       1 ,       0 ,       1 ,       0
 1.90672 ,0.15 , 1.115 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.575   ,-0.275    ,0           ,1.08367 ,-0.330423 ,0.056903    ,0.875    ,-0.275    ,0           ,1.38492 ,0.273516  ,0.0860318   ,1.275   ,0.325     ,0           ,0.685284 ,0.268905 ,0.0566531   ,0.473401    ,1.38558     ,1.2504      ,-0.444002  ,0.992816    ,0.670661   ,0.563828  ,1.48736     ,1.12308     ,-0.430913  ,0.561647     ,0.428343    ,0.492546    ,1.39528     ,1.22495     ,-0.366073   ,0.89913     ,0.7741      ,nan          ,nan          ,nan         ,0.0299867    ,-0.100068    ,-0.0916871   ,nan          ,nan          ,nan         ,0.0208985    ,-0.113072    ,-0.0646344   ,nan          ,nan          ,nan          ,0.0286912    ,-0.0953426   ,-0.098684   ,0           ,0.056903     ,0            ,0.085762     ,0            ,0.0566531    ,       1 ,       0 ,       1 ,       0 ,       1 ,       0
 1.94675 ,0.2  , 1.12  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.575   ,-0.275    ,0           ,1.10009 ,-0.325116 ,0.0690214   ,0.875    ,-0.275    ,0           ,1.40153 ,0.273508  ,0.0978448   ,1.275   ,0.325     ,0           ,0.702592 ,0.263035 ,0.0684066   ,0.455145    ,1.38929     ,1.23972     ,-0.398633  ,0.868458    ,0.557925   ,0.542136  ,1.49186     ,1.12059     ,-0.374018  ,0.307883     ,0.297089    ,0.473865    ,1.4001      ,1.21475     ,-0.321752   ,0.779864    ,0.647441    ,nan          ,nan          ,nan         ,0.0377277    ,-0.0861051   ,-0.0770555   ,nan          ,nan          ,nan         ,0.0270192    ,-0.100801    ,-0.046552    ,nan          ,nan          ,nan          ,0.0362099    ,-0.0798427   ,-0.0871815  ,0           ,0.0690214    ,0            ,0.0924545    ,0            ,0.0684066    ,       1 ,       0 ,       1 ,       0 ,       1 ,       0
 1.98682 ,0.25 , 1.125 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.575   ,-0.275    ,0           ,1.11752 ,-0.319688 ,0.0781605   ,0.875    ,-0.275    ,0           ,1.41966 ,0.276271  ,0.105173    ,1.275   ,0.325     ,0           ,0.720877 ,0.257213 ,0.077335    ,0.436481    ,1.3933      ,1.22956     ,-0.343672  ,0.762552    ,0.464684   ,0.519997  ,1.49608     ,1.11837     ,-0.303194  ,0.0844061    ,0.20524     ,0.454736    ,1.40524     ,1.20507     ,-0.267885   ,0.681386    ,0.536833    ,nan          ,nan          ,nan         ,0.0443414    ,-0.0724527   ,-0.0625093   ,nan          ,nan          ,nan         ,0.0325611    ,-0.087534    ,-0.031474    ,nan          ,nan          ,nan          ,0.0427061    ,-0.0648219   ,-0.0751193  ,0           ,0.0781605    ,0            ,0.0825224    ,0            ,0.0773351    ,       1 ,       0 ,       1 ,       0 ,       1 ,       0
 2.02677 ,0.3  , 1.13  ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.575   ,-0.275    ,0           ,1.13537 ,-0.314531 ,0.0847453   ,0.875    ,-0.275    ,0           ,1.43979 ,0.280929  ,0.11051     ,1.275   ,0.325     ,0           ,0.739449 ,0.251866 ,0.0839773   ,0.417405    ,1.39759     ,1.21991     ,-0.280638  ,0.674723    ,0.390828   ,0.497423  ,1.49998     ,1.1164      ,-0.220489  ,-0.106489    ,0.145083    ,0.435154    ,1.41067     ,1.1959      ,-0.20589    ,0.603069    ,0.443019    ,nan          ,nan          ,nan         ,0.0498025    ,-0.0590091   ,-0.0480372   ,nan          ,nan          ,nan         ,0.0370087    ,-0.0733222   ,-0.0198475   ,nan          ,nan          ,nan          ,0.0481221    ,-0.050219    ,-0.0625399  ,0           ,0.0847453    ,0            ,0.0702002    ,0            ,0.0839773    ,       1 ,       0 ,       1 ,       0 ,       1 ,       0
 2.06667 ,0.35 , 1.135 ,     0 ,0.24     ,-0        ,         0 ,-0       ,1.575   ,-0.275    ,0           ,1.1533  ,-0.309959 ,0.0891984   ,0.875    ,-0.275    ,0           ,1.46237 ,0.285548  ,0.115266    ,1.275   ,0.325     ,0           ,0.757871 ,0.247313 ,0.0888061   ,0.397915    ,1.40214     ,1.21075     ,-0.2111    ,0.604819    ,0.336274   ,0.47443   ,1.50355     ,1.11468     ,-0.128583  ,-0.262569    ,0.10836     ,0.415116    ,1.41639     ,1.18725     ,-0.137305   ,0.544414    ,0.366655    ,nan          ,nan          ,nan         ,0.0540738    ,-0.0456236   ,-0.0336225   ,nan          ,nan          ,nan         ,0.0403216    ,-0.0581696   ,-0.0117079   ,nan          ,nan          ,nan          ,0.0523812    ,-0.0359526   ,-0.0494999  ,0           ,0.0891984    ,0            ,0.0410015    ,0            ,0.0888061    ,       1 ,       0 ,       1 ,       0 ,       1 ,       0
